accession_code,ProstT5_64_dim_0,ProstT5_64_dim_1,ProstT5_64_dim_2,ProstT5_64_dim_3,ProstT5_64_dim_4,ProstT5_64_dim_5,ProstT5_64_dim_6,ProstT5_64_dim_7,ProstT5_64_dim_8,ProstT5_64_dim_9,ProstT5_64_dim_10,ProstT5_64_dim_11,ProstT5_64_dim_12,ProstT5_64_dim_13,ProstT5_64_dim_14,ProstT5_64_dim_15,ProstT5_64_dim_16,ProstT5_64_dim_17,ProstT5_64_dim_18,ProstT5_64_dim_19,ProstT5_64_dim_20,ProstT5_64_dim_21,ProstT5_64_dim_22,ProstT5_64_dim_23,ProstT5_64_dim_24,ProstT5_64_dim_25,ProstT5_64_dim_26,ProstT5_64_dim_27,ProstT5_64_dim_28,ProstT5_64_dim_29,ProstT5_64_dim_30,ProstT5_64_dim_31,ProstT5_64_dim_32,ProstT5_64_dim_33,ProstT5_64_dim_34,ProstT5_64_dim_35,ProstT5_64_dim_36,ProstT5_64_dim_37,ProstT5_64_dim_38,ProstT5_64_dim_39,ProstT5_64_dim_40,ProstT5_64_dim_41,ProstT5_64_dim_42,ProstT5_64_dim_43,ProstT5_64_dim_44,ProstT5_64_dim_45,ProstT5_64_dim_46,ProstT5_64_dim_47,ProstT5_64_dim_48,ProstT5_64_dim_49,ProstT5_64_dim_50,ProstT5_64_dim_51,ProstT5_64_dim_52,ProstT5_64_dim_53,ProstT5_64_dim_54,ProstT5_64_dim_55,ProstT5_64_dim_56,ProstT5_64_dim_57,ProstT5_64_dim_58,ProstT5_64_dim_59,ProstT5_64_dim_60,ProstT5_64_dim_61,ProstT5_64_dim_62,ProstT5_64_dim_63
Q6GB54,-0.051635362,-0.007973584,0.06974749,-0.32229763,0.028643113,0.1298914,0.08424344,0.010925545,0.22810322,-0.20257556,0.08612654,0.05529016,0.01550208,-0.16682315,0.0543272,0.036533445,0.16187637,-0.13233477,-0.014245141,0.020268343,0.015306678,0.03823168,0.0778139,-0.068423316,0.03235299,0.18455282,0.3149084,-0.015023895,0.25086638,-0.2532904,0.11903073,0.0031048213,-0.054418944,0.03851524,0.0057030916,-0.069385365,0.11489916,-0.059003387,0.19481999,-0.020505778,0.03224922,0.08876436,-0.010682928,0.09213745,-0.28856912,-0.0068557933,0.0207542,0.1833334,-0.21880755,-0.13166061,0.28379568,-0.08136849,0.14223507,0.13795751,-0.026275828,-0.2610939,-0.045703135,-0.059660517,0.004762318,-0.095512524,0.0043255966,0.11830021,0.184389,0.22069852
P02942,-0.075548224,0.04836242,-0.1288401,-0.17317978,-0.11029668,0.29891586,0.23136382,-0.15649979,0.18050887,0.1618287,-0.011254506,0.16125508,0.046439372,-0.08306371,-0.13494627,-0.00986696,-0.080249265,0.30686283,0.20012985,0.244039,0.2432641,0.1048481,-0.09330692,-0.0077270046,-0.021357488,0.004212208,0.12867986,-0.33019572,0.14299867,0.17865755,0.14952564,0.054790407,-0.31102297,-0.0726414,0.12322967,-0.09523691,0.23821509,0.11602451,-0.008049533,0.16630003,0.19415538,0.21327834,-0.036800932,0.031414576,-0.031399727,-0.028529793,-0.0068461485,0.09607095,0.09883523,0.061596625,0.27031532,0.18543246,0.24231094,-0.020486072,0.17384508,-0.3627571,-0.15989193,0.4234723,0.15726593,-0.31103683,-0.14800268,-0.11285956,-0.028312929,0.17601193
P32835,0.04610745,-0.1677046,0.06857213,-0.21595362,0.0372402,0.22864458,0.041959383,0.31778404,0.3347997,-0.098493256,-0.007831309,0.05902546,0.03667897,-0.0049466374,-0.054341838,-0.09250815,-0.0043310523,-0.030560596,0.042407066,-0.14947635,0.025659256,-0.0011268454,0.007422796,-0.04412777,0.05094946,-0.033946253,0.18315056,-0.045115564,0.31940117,0.0009348113,0.0063787475,0.014774577,-0.10370425,0.10196072,0.02760695,-0.01762601,-0.14576252,0.14425248,0.03608169,-0.04023665,-0.031968825,-0.0006004777,0.10143568,0.06114965,-0.08028278,-0.108445674,-0.07709963,-0.09506535,-0.0129691325,-0.090190314,-0.15145448,-0.11384912,-0.114010714,-0.074258246,0.07841997,-0.20654069,0.073355265,0.017429829,-0.032115664,-0.0071095303,-0.0035600383,0.21474604,0.021848552,0.057483412
P18239,-0.09780427,-0.23787007,-0.073709235,-0.09345568,0.02551679,0.17959976,0.18306711,0.08269942,0.33476117,0.03943096,-0.045084625,0.30492648,0.044005737,-0.14054266,-0.05649361,0.077790275,0.11081511,-0.018739529,0.038301706,0.15996915,0.19907965,0.27913746,0.028828055,-0.0070214663,0.11867485,-0.008241586,0.22405717,-0.36512166,0.30465758,0.11237133,0.13337669,0.076175936,0.012647759,0.051810864,-0.12822908,-0.17772071,0.10747515,0.017632138,0.020466857,0.019566704,0.048222896,0.10150851,0.03803253,0.04277409,0.04701411,0.018090937,0.13453096,0.0038284287,-0.07691264,0.019766882,0.14247057,-0.007852863,-0.13742256,0.08405984,0.043564554,-0.13851187,-0.07961917,0.19902375,0.027188027,0.121796705,-0.08849152,0.12905511,0.0062936917,0.24201842
P0AG40,0.11382183,0.02379698,-0.09044984,-0.14477342,0.13250472,0.056300424,-0.096949264,0.15462305,0.29671636,-0.033286832,0.0022064224,0.0027698912,-0.091838606,0.06666702,0.099260256,0.01647754,-7.456541e-05,0.12431491,0.07798867,0.010989904,-0.053227346,0.03186769,0.11173432,0.025383161,-0.09726203,0.12530968,-0.03345517,0.0010970235,0.24875422,-0.30295792,-0.040827878,-0.045381382,0.0105983615,-0.027625402,0.023764312,0.059129283,-0.008248201,0.046947498,-0.065147534,-0.0024445173,0.012288474,0.039709516,0.0757948,-0.009222295,-0.10913864,0.0109779015,-0.035776533,0.1398777,-0.09542647,0.12561285,-0.046532433,-0.040221907,0.009831481,-0.06617262,0.08292775,-0.09425746,0.13200304,0.04275445,-0.16145946,-0.23661697,-0.06796922,0.12724635,0.06683164,0.10284422
P16686,-0.23831198,0.12759429,0.024689063,-0.33116996,0.11978239,-0.03909693,-0.11896856,0.13377424,0.14262487,-0.06032949,-0.041161813,0.12271319,0.07631897,0.0707446,0.067305885,-0.212746,0.03549837,-0.10873421,0.008684542,0.015196238,-0.049146716,0.11203684,0.04729117,0.06290374,-0.08061719,0.020263828,0.48979264,0.059774034,0.14564107,-0.37892687,-0.11896384,0.12416789,-0.01619691,-0.015228411,-0.034425706,0.08851601,-0.19750027,-0.13753574,0.07066846,-0.082249165,0.034907803,-0.028293489,0.07623585,-0.07487726,-0.045451507,0.017375164,-0.024246804,0.21443838,-0.080566265,-0.048453026,-0.15021178,-0.12685052,-0.027462907,-0.031661674,0.03021212,-0.15236387,0.07835246,0.015774503,-0.03999291,-0.124695614,-0.12747338,0.0102469325,-0.15572292,0.032989666
A8C5S7,0.099612586,-0.08861795,0.15187296,-0.3443628,0.018165557,0.21272078,-0.0095576495,0.11451436,0.27069393,-0.1896792,0.10213359,-0.041476455,-0.082692675,0.0373457,0.118638664,-0.163542,0.27273613,-0.13898396,0.19776215,0.057154376,0.27070758,-0.12792687,-0.042300925,0.067354396,0.0934033,0.024762496,0.41542813,-0.0031839088,0.2635354,-0.25636202,0.088664316,-0.19445306,-0.1700936,-0.013248493,-0.12942626,-0.20760593,0.08518127,0.03952029,0.13818179,0.06392957,-0.030719332,-0.01994988,0.041775677,-0.0601461,-0.340243,0.0635201,-0.03153974,-0.05848799,-0.06944792,-0.25219062,0.2311553,-0.119612835,0.2753041,0.10229746,0.20265096,-0.16825259,-0.07382688,0.1433354,-0.13411593,-0.13020682,-0.0046562757,0.17883833,0.2298654,-0.025534412
P0DPB6,-0.051801994,0.071478166,-0.015140042,-0.16457155,-0.0029997397,0.34194124,0.050302237,-0.28652412,0.13664164,0.06643996,0.012705097,-0.04690359,-0.042327188,0.016979437,0.040779687,-0.4713829,-0.11541511,-0.002003856,-0.056769427,0.0062150545,-0.20284072,0.09081078,-0.09731452,-0.096291564,-0.016560875,-0.04980658,0.026358172,-0.1371975,0.17389128,0.003550807,0.12976693,0.019669065,-0.26876122,-0.05727435,0.17472698,-0.11080831,-0.19552831,-0.02137289,0.09078472,0.15218945,0.1883483,0.036613673,0.033317942,-0.032896344,0.16942048,0.14524817,-0.062144205,0.082880296,0.078098424,0.09530138,-0.14596964,0.059832048,0.1438623,0.21022484,-0.027446546,0.0042028204,-0.12839183,0.12309709,-0.031318706,-0.13010426,-0.07270059,0.06866774,-0.0154561475,-0.09780448
Q9NQX3,0.08141419,0.013685627,0.15720952,-0.02040191,0.11135472,-0.023934223,-0.074851245,0.02452356,-0.16330597,0.0719584,0.12107141,0.040159345,-0.06243307,0.06413529,0.064444475,-0.03450071,0.17695287,-0.08764631,0.058870457,0.03552366,0.106833264,-0.10339819,0.04022428,-0.0501488,-0.06589945,0.068852805,0.044354033,0.08336252,0.30789766,-0.087295264,0.0610914,0.008547242,-0.11505157,0.014744891,0.04617256,-0.15563177,0.2828399,0.040923398,0.14835045,0.029544892,-0.08588416,0.06330118,-0.077168874,-0.073137745,-0.047786534,-0.078225926,0.00073760375,-0.11888047,0.08197501,-0.15257788,-0.027588967,-0.103479184,0.06218901,-0.03726683,0.08072925,-0.004643753,-0.0103868395,-0.05306989,-0.03676555,-0.08702235,-0.02207504,-0.052000955,-0.02311296,-0.038312018
P20042,-0.10333968,0.015709737,0.13847539,0.07387507,0.06985703,0.03675772,0.18073718,-0.06032952,-0.27274522,-0.039574742,-0.09786671,-0.075457454,0.08484596,0.10932361,0.13931894,-0.12241231,0.20178339,-0.18117785,-0.34428018,-0.07021217,0.009760901,-0.10991892,-0.09109007,-0.08117643,-0.0013597868,0.03347885,-0.116956644,0.23263867,0.14259206,0.26737916,0.051802896,0.13953067,0.091667876,0.036426466,-0.007998779,-0.044931576,0.04183459,0.025009993,0.049019076,0.04199593,0.056689367,0.023963304,-0.0033014494,-0.048496906,0.010985864,0.07767653,0.06903917,-0.12761718,0.106337875,0.033488765,-0.27718034,-0.14688557,0.15116148,-0.08520792,-0.0009066537,0.10740107,0.045233585,-0.11649216,-0.15997854,0.055355124,0.023238512,0.05123681,-0.031451482,0.0773584
C0LGQ5,0.079798475,-0.08588838,0.14272326,-0.32969606,-0.1332444,0.0056129396,0.3716331,0.2854998,0.061986953,0.07458021,0.19924866,0.21953937,0.18825705,-0.038775764,-0.007070169,0.14071329,-0.18447962,0.24902537,0.23706402,0.1672552,0.24346726,-0.0027444037,-0.09637011,-0.0842851,-0.23145598,0.026496068,-0.0024590865,-0.0863609,0.05170157,-0.21787196,0.00045542978,-0.05225637,-0.026777256,-0.13730001,-0.079003535,-0.071439475,0.08223899,0.13966508,0.3545822,-0.20635206,-0.37192708,0.035959132,0.027127944,0.04657299,-0.19336717,0.08323698,-0.14979067,0.3016328,0.055639997,-0.33970526,0.28815052,-0.22627275,-0.06820137,-0.06875873,0.20183717,-0.6492329,-0.115857944,0.0703456,0.13674277,-0.44524103,-0.089630574,-0.011016473,-0.13311997,0.10340379
P06745,-0.16200599,0.020185325,0.022690184,-0.31577998,-0.00825653,0.09082055,-0.10827288,-0.1000922,0.21785608,-0.15413627,0.08884219,0.009134319,-0.008654267,-0.013012551,0.028191976,0.19418055,0.099094994,0.010293324,0.1434338,0.16087063,0.21790768,0.16091536,-0.0837723,0.018026402,-0.064461984,-0.09306571,0.40023565,-0.09855035,0.27680984,-0.17606714,-0.01976792,0.004235909,-0.15906087,0.011049844,0.041887507,0.045057595,-0.0054122587,-0.10094161,0.10223104,-0.03191933,0.009279914,0.011630444,-0.011740873,0.0033616535,-0.291671,0.046655916,0.027649678,-0.013219275,-0.1344305,-0.16249475,0.2939793,-0.10792735,0.059243154,0.21588138,0.004272744,-0.27309877,0.04515081,-0.08813254,-0.08580962,-0.12727547,-0.052990332,0.017840669,0.20220682,0.17380145
P13929,-0.063562274,-0.05468498,0.10605121,-0.34306693,0.014405455,0.20695093,0.02971023,0.037173595,0.27005413,-0.19236079,0.077303015,0.042441443,0.0075910874,-0.13282767,0.061319813,0.057912335,0.1904484,-0.16870102,-0.03395104,0.056514017,0.04960976,0.076693356,0.020666216,-0.07987027,0.02114994,0.11232015,0.35574177,-0.035485595,0.29281893,-0.19012262,0.11517302,-0.05904503,-0.07686158,0.060131762,0.01782392,-0.085702345,0.11719986,-0.05894131,0.25164878,-0.052763652,0.021237932,0.07493064,-0.00715994,0.12484934,-0.34163514,0.0058238544,0.017476454,0.044972852,-0.19749033,-0.19347861,0.3067654,-0.07176565,0.14471306,0.1508663,-0.04676801,-0.29506877,-0.077340096,-0.021768719,0.016157564,-0.052064773,0.01865981,0.16896698,0.1818915,0.21989278
P03372,0.07508387,-0.04054923,0.042715076,0.09123087,0.035125174,-0.1257217,0.17554502,-0.004702056,-0.3577238,-0.10746102,-0.033225335,-0.13923422,-0.04482867,-0.03721236,0.103327036,0.07933034,0.06168938,-0.014145674,-0.0594221,0.10523715,-0.0007618703,0.10153846,0.03569085,0.028675167,-0.10241656,-0.04166169,0.07820751,0.09516749,0.12872472,0.14812678,0.049585477,0.015854038,0.09891643,0.005804347,-0.08469362,0.008461408,0.28375936,0.042562727,0.014725514,-0.08874888,-0.18498334,0.0031775553,0.024462234,-0.018527444,0.029571304,0.010837443,0.12760654,-0.17533231,0.07100521,-0.15032944,0.0049723946,-0.14872205,0.060574107,-0.04835414,0.058322582,0.024746582,0.061899252,-0.12878442,-0.09119615,0.043833263,0.026270734,0.0151845515,-0.012534529,0.12579432
P01597,0.1557795,-0.16174608,0.13598888,-0.29995552,-0.051404063,0.123195745,0.21662258,-0.1746539,0.20727894,-0.16850823,-0.020327793,0.03605588,-0.01949346,0.045520913,-0.011964448,-0.22534357,0.096468985,-0.023421042,-0.02517398,-0.024578974,-0.26787156,-0.025055569,-0.34613475,-0.033438534,-0.07555975,-0.12728801,0.058603264,-0.3478843,0.14022239,-0.112337716,-0.0069680046,-0.20569333,0.16906095,0.12042163,-0.13795088,0.08180538,-0.28321272,-0.039252106,0.052706838,0.024668615,0.054773234,0.10179669,0.20994917,0.0760639,-0.035876177,0.1283994,0.12021628,-0.03448247,-0.029681973,-0.14208463,-0.27231532,0.028721984,-0.0066551566,-0.06906602,0.24467064,-0.11495374,0.121653356,0.18106979,-0.012680855,-0.05302811,-0.13648368,0.07639934,0.15982166,0.0380599
O75344,-0.030995457,0.01722616,-0.057447523,-0.05381455,-0.011541858,0.15565261,0.18285975,0.101492934,0.14939192,0.047455497,-0.026714021,-0.02381147,-0.050342523,-0.04281881,0.03077662,-0.04702829,-0.16950078,0.13078555,-0.043998893,-0.069168255,-0.0018342398,0.057375148,0.046223413,0.020736637,-0.16387263,0.07024055,0.009387031,-0.058903605,0.14886074,-0.14429946,0.056464575,-0.056443963,0.027991306,-0.094850525,0.009884395,-0.06903985,0.0065807845,0.08444762,-0.012527049,0.06721985,-0.02476605,0.092131175,0.022829235,0.00249511,-0.09435713,0.07990977,-0.01648539,0.14408673,0.0062531754,0.050090335,0.02022665,-0.07043586,-0.034902714,0.055218153,0.13084535,-0.30472153,-0.03208133,0.15048425,-0.102973565,-0.14026406,-0.0344636,0.001097329,-0.07813141,0.110429876
Q03790,0.07614958,-0.017289046,0.17567159,0.26829416,0.020455673,-0.030885465,0.19143733,-0.06571128,-0.29674622,-0.058302954,-0.08901631,-0.08806716,0.028353624,-0.14062467,0.36961097,-0.0355583,0.04028258,0.005172178,0.029511224,0.015867803,0.001081448,-0.06775863,0.2050808,-0.051316865,-0.017530674,0.081092946,-0.18760657,0.09669903,-0.38265973,0.081236385,0.07369446,-0.058795203,-0.012466345,-0.07066508,-0.07412554,-0.040341973,0.09923975,0.0054541305,0.2165738,0.03222895,-0.043686233,0.07047338,-0.0935161,0.053579897,0.07203995,0.23206678,0.0012246035,0.015438728,0.16315745,-0.023840517,0.30665487,-0.19066161,0.10245979,-0.0048457272,0.07023661,0.20122541,-0.013101988,-0.016728155,-0.19648609,0.09081248,-0.13122322,0.106710106,-0.12502533,-0.015444128
Q9NQX1,0.20042269,-0.0122391125,-0.047968477,-0.28724653,-0.016849488,-0.11543896,0.045090415,0.25959733,0.06151899,0.05881384,0.016360762,-0.04637916,0.056258775,-0.005256763,0.0038030446,0.055762485,0.002934754,-0.03134149,-0.13106799,-0.044387057,0.06853145,-0.2090403,0.17547983,0.029124474,-0.016076986,0.1538845,-0.21985519,0.0049848408,0.08137499,-0.120861195,-0.08130657,-0.015788494,0.34548095,-0.08652507,-0.079137936,-0.0035815313,0.05496121,0.09256674,-0.099827036,-0.01643778,-0.108715735,-0.013182787,0.040937465,-0.06455392,-0.002254298,0.15227722,-0.017778244,-0.002593033,0.16149323,-0.008151725,0.10207233,-0.20971152,0.037188165,-0.09323993,-0.04455118,-0.24857216,-0.1107654,-0.108064316,-0.053824272,-0.09860223,-0.026894806,-0.031643234,-0.0042145774,0.32134762
P0AC19,0.07275484,0.1055116,-0.20116271,-0.22263195,0.061810244,0.048865754,0.13801946,-0.0923206,0.2550084,-0.18908158,0.14825168,0.2370322,0.043136172,0.065571904,-0.03649965,-0.3985372,0.112015635,0.069370456,0.058594566,-0.0999946,-0.102574974,-0.012335456,-0.037593875,-0.042970855,-0.01304803,0.16972792,0.12098168,-0.11129969,0.17007656,-0.2972289,-0.095979735,0.011844018,0.0077509843,0.027494881,0.07541588,-0.10668619,-0.14990582,0.05730908,0.086604536,0.09020135,0.07492216,0.059808798,0.18523131,-0.08342026,0.1696274,-0.09930976,-0.08166584,0.37458673,0.053658985,0.13189423,-0.23481227,0.027025316,0.16817379,-0.048531078,0.20765743,-0.053619444,0.119732924,0.0750678,0.03778,-0.25570285,-0.007127734,0.09112335,0.026061215,-0.078257166
P17555,-0.21677828,0.025650378,0.11951016,-0.037640452,0.08054182,-0.00583297,0.07575926,-0.016015686,-0.21746941,0.055663086,0.050508805,0.09948851,0.07571946,0.10189033,-0.048519537,0.017769933,-0.0069537684,-0.060279936,-0.092512205,0.014492545,0.08396974,-0.08294967,-0.015791964,0.016477464,-0.15315782,0.028337963,0.13608684,-0.03237337,0.29311833,-0.053214423,0.04661166,0.09618009,-0.11226146,-0.11396122,0.043373734,-0.19419146,0.11352027,0.05717988,0.03536172,0.07040025,-0.018938348,0.080673926,-0.10751541,-0.08067742,0.0057564806,0.015909486,0.07374534,0.062523596,0.05854573,-0.04971695,-0.095001906,-0.0891301,0.015016057,0.031918027,0.1531189,-0.14539121,-0.006483361,0.006854877,-0.06636405,0.026306607,-0.059144452,-0.0900083,-0.1292987,0.07431392
P01575,-0.104814865,0.120096326,-0.23359038,-0.28410727,-0.08586025,0.16170603,0.13262457,-0.04944204,0.058917582,-0.10391188,-0.13609342,-0.0179223,0.035403937,0.056289736,0.050699703,-0.11884922,-0.24183719,0.23359054,-0.13105318,-0.021108106,-0.1367533,0.10230333,0.26949573,0.061854117,-0.41023713,-0.0012969673,0.35466665,-0.33112514,-0.15376092,0.09800199,-0.12281203,-0.18697648,-0.19463633,0.013110854,0.21467523,0.09266874,-0.008937836,0.25003818,-0.11081301,-0.040729802,0.23207095,0.039200872,0.0016169182,0.073706605,0.030755037,-0.09615564,0.0068397224,0.029552449,0.017849952,0.017485887,-0.42071214,0.04705471,0.25189722,-0.03246653,0.19748431,-0.048768856,0.091896944,0.15679002,-0.11162126,-0.25088128,-0.069322035,0.115812,0.059385203,0.18354084
P02767,0.08544629,0.090050936,0.06548363,-0.2337193,-0.019126827,0.027749512,0.1838082,-0.060337804,-0.0026883576,-0.17829558,0.0367925,0.09259756,-0.019906022,-0.055276636,0.09084808,-0.29614046,0.06451268,-0.03284494,-0.11233586,-0.05548141,-0.18519883,0.07636759,-0.0835332,-0.034342412,-0.109607734,0.07499353,0.077289425,-0.0780191,0.18207036,-0.14122383,-0.034260213,-0.022819772,-0.060484447,0.07027367,0.005546622,0.031776328,-0.12521726,-0.08027633,0.112036675,0.0508148,0.011997335,0.009514058,0.23424536,0.039715216,0.07943664,0.086762175,-0.02223771,0.24617144,-0.08796257,0.025901921,-0.25116676,0.028381314,-0.068008445,0.052051045,0.06663586,-0.015396342,0.03800579,0.025147673,-0.056634966,-0.109528996,-0.06115607,0.051687546,-0.010617472,-0.11438414
P06307,0.05467333,-0.029627498,0.07663707,-0.033214938,-0.04438245,-0.09133025,0.32685456,-0.16043423,0.131199,0.10879766,0.03679364,-0.027317125,0.2846385,0.09600014,0.32124525,-0.2753539,-0.086836696,-0.1989711,-0.06810579,0.14194444,-0.038167026,-0.13318294,-0.10567288,-0.017501516,-0.121299855,-0.19533628,-0.07356077,-0.33251512,-0.36746615,0.4239683,0.15462065,0.2236504,0.042890783,-0.030956049,-0.12404576,0.22138119,-0.127586,-0.12265189,-0.065721735,0.10364861,0.08897561,-0.050069265,0.112723686,-0.09810905,0.03746818,0.16752988,0.06692213,0.10106957,0.032388017,-0.091258086,-0.16885279,0.036961567,0.084378354,0.01671978,-0.051904336,0.36423457,0.031555638,0.16854808,-0.14779468,0.09341965,0.007805461,0.12732306,0.18029934,-0.052750938
O70201,-0.1141238,0.1508338,-0.08331771,-0.30545557,-0.0046573747,0.056115963,-0.16721545,-0.052503284,0.2650818,0.0021799132,0.16950476,-0.05174501,0.09934252,-0.21792676,0.109064855,-0.29063317,-0.22575505,-0.14192432,0.11063741,-0.0158654,0.04347445,0.14743328,-0.03148627,0.03770274,-0.043292426,0.0036186725,0.27323034,-0.18439606,0.22509837,0.010671547,-0.013119198,0.04266925,0.1318886,-0.03801463,-0.08308312,0.04126313,-0.21173878,-0.1840874,-0.0013617501,-0.08023225,-0.099505134,0.00826334,0.047313903,-0.05550119,-0.08657381,0.08549538,-0.026423812,-0.031188063,0.16614181,-0.118809596,0.0024138652,-0.052643407,0.08700511,0.05718305,-0.15932924,-0.2105591,-0.18896563,0.10760628,0.052052245,-0.023856856,-0.11327578,-0.017887756,0.003220819,-0.049682997
P09429,0.10303674,-0.10351059,0.053362373,0.10418324,0.01944333,0.27506506,0.06888062,0.14116736,0.25266728,0.26909298,-0.030879667,0.13563685,0.064004146,-0.055899825,-0.054461464,-0.043537002,-0.090155005,-0.10311581,-0.07842167,-0.12259327,0.079525016,0.0438802,-0.1600954,0.045637704,0.21872732,0.071720235,-0.003374897,-0.24747418,0.3894803,0.39885196,0.021890668,0.052551232,0.08592993,-0.16802955,-0.09772046,-0.03273432,-0.08285907,0.091538206,-0.13726124,0.035356298,0.026915185,0.15042424,-0.24877414,0.07287155,-0.16687351,-0.07216428,0.2182475,0.026214428,-0.111194074,0.1325967,-0.19558133,0.06797091,0.047598656,-0.15312211,-0.23760203,-0.030330189,-0.29190868,0.088080965,-0.26503804,0.11702355,-0.07570112,0.103925824,-0.07291191,0.235993
Q96B02,-0.11129183,-0.064372875,-0.0506292,-0.12801453,-0.027680267,0.14406691,0.013675526,0.12701982,0.3168678,-0.29992872,0.012078622,-0.13493003,0.09622225,-0.16798007,0.0343265,-0.2017315,0.06238818,-0.15924917,0.14183967,-0.2609009,-0.101183146,0.109447226,0.088474974,-0.039807793,0.048197478,-0.04423663,0.24344864,0.011189938,0.25782454,-0.17415616,-0.011877226,-0.06969124,0.2738423,0.19237104,-0.096165955,-0.042130798,-0.29571605,-0.1475429,0.14258835,-0.073971175,0.006876014,-0.0347334,0.24372803,-0.15637401,-0.08143566,-0.043512627,-0.08738265,0.028078914,0.096015915,-0.25808105,-0.17792417,-0.16862133,0.021546349,0.056240052,0.086640865,-0.3435443,-0.025226753,0.088324785,0.07252836,0.052583985,0.112684205,0.07263882,-0.15588614,-0.08249671
P00445,-0.025819158,-0.01871216,0.15080139,-0.18893468,0.13799709,0.25426114,-0.1249419,-0.016234506,0.13333994,-0.09858511,0.05226493,0.17703149,-0.11558547,-0.1314576,0.31841576,-0.218527,0.16702816,-0.17049375,0.077393346,-0.07379128,0.002001971,0.15175883,0.021576013,0.018079681,-0.062332492,0.18506959,0.34792876,-0.050827406,0.19988792,-0.358444,0.014394788,-0.27730185,0.13763852,0.019487128,-0.21791755,-0.06381601,-0.15684806,-0.067815274,0.26884633,-0.085109115,-0.021648996,0.11553113,-0.02044889,0.065552644,-0.22556618,0.06983577,0.06845282,0.14122024,-0.08204539,-0.22396699,0.0056652166,0.011970908,0.05210404,-0.010536782,0.097989544,-0.36561143,-0.068717256,0.18427092,-0.09565234,-0.18616614,-0.12960024,0.12342076,-0.023592018,0.010493215
P0CT31,0.19546285,-0.1722406,0.16141242,-0.18383346,0.0065770335,0.398899,-0.09178291,0.17372392,0.3662929,-0.051094808,-0.024505474,-0.071370155,-0.19117555,0.0012909289,0.06856107,0.06150365,0.30088383,-0.0012805462,0.048408516,0.0535258,0.10211544,0.15111683,-0.0065658656,-0.15322421,-0.023308521,-0.09652661,0.05926657,0.13616998,0.18650007,-0.08587871,0.16537309,-0.19188926,-0.14101505,0.124807015,-0.008873589,-0.0033848584,0.090908214,0.03499845,0.21342956,-0.052090224,0.081873484,-0.033984352,0.14284784,0.03687907,-0.3804694,-0.029923096,-0.121008076,-0.21173194,-0.06399338,-0.13675113,0.07006808,-0.106289916,0.04182847,0.19497004,0.011157755,-0.27229807,-0.08535237,0.25886008,0.04092306,-0.17178902,0.04385685,0.18640281,0.004623145,0.04353878
P08254,-0.028890727,-0.042399406,-0.020363063,-0.24089071,0.0098811155,-0.05985891,0.07915454,0.11540828,0.07520383,-0.0361508,0.1308814,-0.064487055,0.010950964,-0.06423032,0.106952,0.03752719,0.034058243,-0.06415126,0.021914134,-0.028424688,-0.049813386,0.15410039,-0.035286155,-0.08086016,-0.1343189,0.016066946,0.054481797,-0.10252191,0.26398605,-0.20232,0.030194826,-0.11035076,0.030336317,-0.022955295,-0.052254435,-0.06022887,-0.019480433,-0.01766739,0.108115666,-0.08783562,-0.014794014,0.0065521095,0.0051993625,-0.040098578,-0.08416828,0.0053543635,-0.02233389,0.005245514,-0.01730679,-0.19495548,-0.0056128837,-0.2975331,-0.0816497,-0.020015348,0.015255712,-0.27065462,-0.026898231,-0.104340605,0.0046881847,-0.013530344,0.024815204,0.0014498532,0.020940192,0.003968993
P07492,0.023805285,-0.08070284,0.122929215,0.2789843,0.008637517,-0.031753547,0.25540408,-0.076991804,0.038444854,0.039881296,-0.021359224,0.12220676,0.34708062,0.13204262,0.39295858,-0.120117635,0.019290663,-0.21404758,-0.013161261,0.22259183,0.11819956,-0.08009153,-0.044779062,0.036251456,-0.18950748,-0.21085048,-0.21814483,-0.24985431,-0.1791281,0.55877215,0.100766,0.2032357,0.011729162,-0.07422612,-0.20976746,0.21104063,-0.010454731,-0.10787651,-0.044753134,0.08810903,-0.016254723,-0.040265486,0.19942011,-0.045360006,-0.15045787,0.18339211,0.13588485,0.14641863,0.12696141,-0.1542748,-0.07110457,0.08981996,0.013361387,-0.08141142,0.006115135,0.3865034,-0.01394207,0.19177628,-0.28397858,0.0926074,0.0005498687,0.21841136,-0.017762057,-0.09267053
P0AFX0,0.066703156,-0.013825859,-0.29833674,-0.22567025,-0.01396917,0.11188669,0.2366845,0.012376196,0.3195183,-0.08625295,0.09736189,0.29738364,-0.0078766495,-0.0062889117,-0.101389185,-0.48953432,-0.009936176,0.059248082,-0.1010986,-0.15175922,-0.16371037,0.11934328,-0.097273454,-0.057493865,-0.0764403,0.05729667,-0.028246365,-0.043848746,0.26866025,-0.13243407,-0.15012015,0.046480637,-0.116385624,-0.048273083,0.07541722,-0.063307,-0.21970986,0.14773673,0.051007852,0.0010830726,-0.077955134,0.039126143,0.07833885,0.06317894,0.086646505,-0.17824002,-0.01005365,0.383036,0.025119219,0.20617548,-0.2109404,0.018406246,0.0948244,-0.036552824,0.042597026,0.08658086,0.07423521,0.26769388,0.017247373,-0.15488327,-0.04253608,0.105607614,-0.05367323,-0.03194549
