accession_code,ProtT5_32_dim_0,ProtT5_32_dim_1,ProtT5_32_dim_2,ProtT5_32_dim_3,ProtT5_32_dim_4,ProtT5_32_dim_5,ProtT5_32_dim_6,ProtT5_32_dim_7,ProtT5_32_dim_8,ProtT5_32_dim_9,ProtT5_32_dim_10,ProtT5_32_dim_11,ProtT5_32_dim_12,ProtT5_32_dim_13,ProtT5_32_dim_14,ProtT5_32_dim_15,ProtT5_32_dim_16,ProtT5_32_dim_17,ProtT5_32_dim_18,ProtT5_32_dim_19,ProtT5_32_dim_20,ProtT5_32_dim_21,ProtT5_32_dim_22,ProtT5_32_dim_23,ProtT5_32_dim_24,ProtT5_32_dim_25,ProtT5_32_dim_26,ProtT5_32_dim_27,ProtT5_32_dim_28,ProtT5_32_dim_29,ProtT5_32_dim_30,ProtT5_32_dim_31
O76927,0.70185465,0.05347304,0.7619073,-0.39696303,-0.7265882,-0.3497251,0.121972434,0.04031434,-0.036429387,0.6830483,-0.528146,-0.3892599,0.5564221,-0.15037325,-0.8749688,-0.40057534,-0.47394747,0.33915755,-0.15614703,0.0093081035,-0.17523399,0.23523423,0.07434669,-0.07856939,-0.39692405,0.81763905,0.6109729,0.847474,-0.100532964,-0.12809628,0.31543544,-0.22047831
O95631,-0.14522904,-0.14691538,-0.39024198,0.23142242,0.31813246,0.28518862,-0.21415548,-0.12519917,0.20362991,-0.21442918,-0.03627695,0.118681766,-0.4001726,-0.33535144,0.3278606,0.2097988,0.3861903,0.12252841,0.11239238,-0.08101885,-0.11252049,-0.31944308,-0.22774164,0.05249227,0.005432911,-0.26273417,-0.10289809,-0.14352381,0.18553358,-0.084627934,-0.44130364,-0.1585044
P02294,0.7724812,0.13395266,0.88576597,-0.42739478,-0.8894811,-0.5077982,0.18555653,0.17629361,-0.02875593,0.5589298,-0.66474277,-0.5104874,0.7093765,-0.059477136,-0.95111823,-0.4813682,-0.6008417,0.3179534,-0.19774899,-0.00015396625,-0.26663893,0.2931884,0.078067124,-0.16774893,-0.49089563,0.8760144,0.6693362,0.8238996,-0.14416806,-0.09368959,0.35120842,-0.29122353
B2RHG1,-0.28880417,-0.3473674,-0.950312,0.32066616,0.84358233,0.7515613,-0.47008035,-0.34067672,0.035411764,0.06035666,0.42077598,0.13314167,-0.85833114,-0.40770984,0.90100724,0.564556,0.77797586,0.13213424,0.19864534,-0.028774615,0.17295781,-0.5388843,-0.31414586,0.14986496,0.32067797,-0.49708176,-0.47414812,-0.23079562,0.2894654,0.011971548,-0.608312,0.2288628
P0DPD7,-0.12655905,0.022748172,-0.08791703,0.25901416,0.036366593,-0.098063156,-0.034762792,0.12695384,0.25751925,-0.60654706,-0.35588884,0.06810976,-0.08875209,-0.2386123,0.15357216,0.009150613,0.093904085,0.023089528,0.099354,-0.18606141,-0.3669755,-0.13854027,-0.19031672,-0.085261025,-0.20879015,-0.20706107,0.047026396,-0.3126095,0.038059503,-0.06988533,-0.3942067,-0.5101925
O49523,0.25510606,0.1519471,0.6165597,-0.06585195,-0.5808249,-0.4811627,0.175069,0.2185913,0.12389338,-0.18572538,-0.62683,-0.10884134,0.43072906,-0.19236733,-0.5640046,-0.38803622,-0.4391876,0.06242007,0.013604693,-0.2054318,-0.4335836,0.22226042,-0.035160445,-0.07919281,-0.46495745,0.37050664,0.48873276,0.17950244,-0.14969048,-0.13236265,0.06091243,-0.6621364
P63279,0.73279476,0.028992176,0.72047263,-0.4108329,-0.70940465,-0.29325917,0.09791515,0.008887462,-0.04285745,0.7723389,-0.49362275,-0.40622038,0.5284155,-0.1493666,-0.87094843,-0.36822644,-0.4377306,0.37731612,-0.17892087,0.056432318,-0.13967402,0.20365486,0.07713795,-0.06851769,-0.37128112,0.82809985,0.5910562,0.91155136,-0.06828076,-0.13587582,0.31309965,-0.14246812
O75937,0.27561855,0.05595745,0.37609774,-0.103016876,-0.3359946,-0.19313546,0.046078794,-0.017318353,0.081934124,0.14350517,-0.40877318,-0.07376096,0.19890891,-0.27048993,-0.4503665,-0.23245648,-0.2003152,0.17242792,0.00031559914,-0.11509342,-0.21991563,0.069444925,-0.04193689,0.0045610797,-0.29983598,0.32658386,0.39956984,0.30702782,-0.050899327,-0.15219353,0.028552234,-0.3741141
P06168,0.6352736,0.17572899,0.95301163,-0.36464694,-0.8991164,-0.59676385,0.24084115,0.20324415,0.030054677,0.30836934,-0.72269726,-0.37053552,0.70330817,-0.11009556,-0.9721366,-0.5481452,-0.64196455,0.21753137,-0.13462648,-0.110744655,-0.35864368,0.3477116,0.074034035,-0.11830602,-0.54919904,0.7957552,0.7238802,0.65035415,-0.19035053,-0.12956144,0.32964203,-0.49438685
Q24803,0.6083634,0.20941071,1.020497,-0.3471418,-0.96686155,-0.6869012,0.28004766,0.27914062,0.051259447,0.16601875,-0.7827095,-0.36238363,0.7609667,-0.08962674,-1.0017412,-0.5983676,-0.70763487,0.16160811,-0.11445877,-0.15155351,-0.43279544,0.39260852,0.066947296,-0.12696564,-0.6041413,0.78071654,0.75427556,0.5775213,-0.22132614,-0.13250059,0.3291283,-0.5916315
P04819,0.4854921,0.18929105,0.8462304,-0.25413868,-0.78771085,-0.5815611,0.23195285,0.24143961,0.020875726,0.0816888,-0.68567026,-0.2905295,0.6148823,-0.13557363,-0.7939545,-0.5001284,-0.604908,0.11531232,-0.057050485,-0.18609113,-0.39609897,0.3392749,0.03372237,-0.1012919,-0.5291016,0.6352563,0.6321914,0.41822496,-0.22055355,-0.10610679,0.24441001,-0.59221333
Q9BSI4,-0.33660376,-0.20372836,-0.8360924,0.37644944,0.72751296,0.52353966,-0.3701828,-0.17749295,0.097344145,-0.3094265,0.25013644,0.16136056,-0.7367762,-0.37373847,0.8570539,0.4506518,0.62530446,0.01396738,0.23071918,-0.14410289,0.005560048,-0.46102145,-0.30242085,0.09592346,0.18517327,-0.57341933,-0.39364323,-0.4612029,0.19263704,0.021420844,-0.6195903,-0.02089107
A2AR95,-0.31500623,-0.22714801,-0.7611204,0.35915318,0.65212065,0.52644736,-0.35921025,-0.22815853,0.16968985,-0.24331997,0.20760247,0.22140586,-0.7050474,-0.40169817,0.7047809,0.43170205,0.6305974,0.07665099,0.20110211,-0.08794625,-0.003988132,-0.46018627,-0.30067396,0.13289112,0.16520467,-0.5204549,-0.32562533,-0.3362121,0.25139713,-0.048120297,-0.601867,-0.024058454
P02649,-0.42035234,-0.26325768,-0.9169904,0.44398138,0.8239823,0.624172,-0.432868,-0.28982234,0.14748801,-0.2567259,0.34324482,0.32789883,-0.8496252,-0.46662053,0.8660261,0.5124444,0.7185625,0.040886633,0.2785916,-0.12268838,0.049653888,-0.5076139,-0.31771702,0.19067222,0.23270142,-0.64957285,-0.41148332,-0.44765106,0.25817034,-0.04199609,-0.65477467,-0.013670027
P32121,0.5215001,0.039254352,0.544976,-0.2743009,-0.47507262,-0.22269544,0.05719226,-0.078929044,-0.01969121,0.59130985,-0.39669877,-0.19041748,0.34080416,-0.25494468,-0.684919,-0.29348752,-0.3149378,0.29006484,-0.06145904,-0.034792826,-0.122864366,0.14842734,0.027107894,0.01370172,-0.31075215,0.5937451,0.5193585,0.65350056,-0.0692416,-0.16449061,0.20976707,-0.22554135
O43865,0.70092237,0.14284372,0.8944735,-0.3940337,-0.8559072,-0.528552,0.20399359,0.1527144,0.0004360713,0.47449768,-0.6714071,-0.4134479,0.6794552,-0.101261795,-0.9507292,-0.50166273,-0.5993988,0.2790538,-0.16193563,-0.052963782,-0.2923578,0.30692077,0.08316176,-0.13069138,-0.5032117,0.82963556,0.69225574,0.74733233,-0.16109028,-0.11765717,0.3343626,-0.37592506
P0AEJ6,0.60852206,0.13724679,0.8597769,-0.34659457,-0.79411864,-0.49855688,0.19835019,0.1254308,0.014543418,0.39701742,-0.6431327,-0.3261314,0.6116454,-0.1514041,-0.905941,-0.48585618,-0.56088525,0.24205041,-0.119556785,-0.08987744,-0.29478273,0.30051416,0.068641305,-0.08702048,-0.49119306,0.7592474,0.67742145,0.66371214,-0.16273141,-0.13887481,0.30557036,-0.42970926
L7NCQ3,0.5258993,0.18506296,0.89674765,-0.2827482,-0.83671063,-0.5976933,0.2389561,0.2181161,0.046604622,0.15337642,-0.70943964,-0.28320017,0.64692545,-0.13885362,-0.88455933,-0.5323876,-0.6217336,0.15490325,-0.08079125,-0.15689865,-0.39255115,0.33691934,0.051170066,-0.09650938,-0.54990786,0.6853609,0.6854899,0.50355446,-0.19935572,-0.13626346,0.27483225,-0.5794997
P11859,-0.3629465,-0.17671287,-0.75515884,0.4024963,0.6586275,0.45647126,-0.3435257,-0.15346026,0.15166123,-0.39703852,0.18840384,0.21183318,-0.68553966,-0.38975188,0.77574164,0.4134929,0.5779453,0.012888566,0.23984265,-0.15618438,-0.04474075,-0.42952126,-0.30910787,0.10187327,0.13774735,-0.5716397,-0.34134004,-0.47448716,0.19745363,-0.004352957,-0.6069648,-0.11927591
P49577,0.7131945,0.21554704,1.0325474,-0.40695003,-1.006227,-0.6873347,0.2701521,0.29085013,0.027388383,0.27938735,-0.78786945,-0.47288418,0.80939347,-0.043663442,-1.0291607,-0.59455943,-0.7237852,0.21323055,-0.16358313,-0.10726179,-0.40302065,0.38689417,0.08083087,-0.17565495,-0.5977025,0.8547356,0.7555225,0.67980444,-0.21603304,-0.100119084,0.36665896,-0.5002544
Q9SSE7,0.4581026,0.14917776,0.7600605,-0.23780409,-0.6972286,-0.48487523,0.1901339,0.1481742,0.034712333,0.17534393,-0.6204609,-0.23214465,0.5232303,-0.17946939,-0.7578186,-0.44884142,-0.51637894,0.15913859,-0.05709433,-0.15066311,-0.33446229,0.27346128,0.029111356,-0.06589135,-0.47818494,0.5996231,0.6066433,0.45508727,-0.16914289,-0.13267843,0.21905935,-0.5256429
P0A870,0.64267516,0.1917428,0.98142296,-0.36976552,-0.9297727,-0.62976944,0.25540057,0.22570455,0.04133715,0.27598864,-0.75038576,-0.3773749,0.73007435,-0.099304184,-0.9952064,-0.5675975,-0.66533464,0.20786779,-0.13838702,-0.11712742,-0.38301364,0.36303645,0.077139884,-0.12716274,-0.57111144,0.8029804,0.7409009,0.6441153,-0.19999239,-0.13161147,0.33643654,-0.5162309
O35305,-0.3762587,-0.15576506,-0.8116779,0.41600624,0.7259969,0.46122465,-0.3519615,-0.16530481,0.13811612,-0.42379445,0.21331534,0.23145342,-0.7242201,-0.39604163,0.8318965,0.42288294,0.592,-0.015296787,0.2570904,-0.18605395,-0.03779243,-0.44452223,-0.2975827,0.09886003,0.14975566,-0.6227275,-0.35977638,-0.548759,0.16794007,0.0059031993,-0.62315756,-0.11631708
A0AVT1,0.4565071,0.19887005,0.8830361,-0.22713873,-0.8228242,-0.6297375,0.25402975,0.24169815,0.08303885,0.022833906,-0.73636115,-0.2096999,0.6370459,-0.15004247,-0.86053324,-0.5409548,-0.62433845,0.10768066,-0.050945763,-0.1862087,-0.44481394,0.33614257,0.03610429,-0.08769596,-0.56513053,0.6147114,0.6775739,0.40986374,-0.20154557,-0.15602472,0.23338687,-0.6592903
O15056,0.012122624,0.0038119853,0.090425715,0.111586906,-0.108795896,-0.09486492,-0.010937043,0.06216397,0.19910736,-0.30043662,-0.3626338,0.013403624,-0.0021058582,-0.25717863,-0.08377562,-0.08739415,0.003976536,0.087438114,0.05257723,-0.15265226,-0.29405278,-0.08099771,-0.13760293,-0.03856601,-0.2279107,0.015122011,0.1783641,-0.041225553,0.030729324,-0.102750614,-0.23392107,-0.44303298
P31230,0.54873234,0.17899542,0.88021535,-0.3010274,-0.8165303,-0.57182246,0.233383,0.1825082,0.042524476,0.21613164,-0.70006883,-0.2819828,0.6311001,-0.14486328,-0.8953432,-0.5223487,-0.59837717,0.17791857,-0.097298026,-0.13953514,-0.36818358,0.31894878,0.060141757,-0.09189879,-0.53143936,0.69857115,0.6901499,0.53886676,-0.18764144,-0.14379027,0.2789602,-0.53880256
P47135,-0.285452,-0.3405829,-0.9812507,0.31240967,0.86651945,0.7603423,-0.4742639,-0.33393356,0.008031089,0.04599613,0.43800047,0.10319098,-0.87528735,-0.3961848,0.94602543,0.56852627,0.7872939,0.11397105,0.19854061,-0.047440413,0.18159276,-0.53522885,-0.31950265,0.14388198,0.3355314,-0.5101577,-0.5023849,-0.26184696,0.2675018,0.031371593,-0.6153282,0.25430387
P17888,0.55233276,0.15757178,0.8417837,-0.30801573,-0.7735614,-0.51241493,0.20999414,0.12893015,0.037852664,0.29530698,-0.6592815,-0.26949254,0.5866061,-0.16670999,-0.88426906,-0.49111342,-0.5518754,0.20891187,-0.10390654,-0.115649626,-0.32488453,0.29391423,0.06074521,-0.07312892,-0.50156087,0.7004009,0.67693496,0.5802046,-0.16620454,-0.15395634,0.2782295,-0.4845714
P21399,0.68834186,0.19515122,0.98933214,-0.3918295,-0.9506494,-0.6405033,0.25501144,0.23720643,0.029659022,0.3188059,-0.7565117,-0.42424053,0.756661,-0.0738406,-1.0054404,-0.570802,-0.6796424,0.22713532,-0.1571292,-0.09753135,-0.37675408,0.36054304,0.08271958,-0.15096693,-0.5736403,0.8326795,0.74271023,0.68170285,-0.19889957,-0.11660811,0.34943035,-0.48276883
Q8TAD8,-0.21272731,-0.17212375,-0.5477146,0.28146628,0.4549989,0.36620942,-0.25851685,-0.12619045,0.15498738,-0.2667337,0.053046927,0.107603274,-0.5174651,-0.32861435,0.538496,0.30493587,0.47397345,0.08493604,0.1422654,-0.09697875,-0.07583174,-0.37411314,-0.26642781,0.06314979,0.07296433,-0.36815912,-0.21506652,-0.2675806,0.19834498,-0.028645463,-0.5202569,-0.10523215
P0ACN4,0.47428066,0.14247505,0.75914454,-0.25351927,-0.6946342,-0.47140393,0.18515182,0.1513929,0.00713465,0.20629513,-0.60745335,-0.26568344,0.5249757,-0.1732239,-0.7444273,-0.4386394,-0.516017,0.16179731,-0.05993283,-0.15199172,-0.3175552,0.28067482,0.028561026,-0.07034942,-0.46577796,0.62077814,0.5974895,0.46920538,-0.17611021,-0.1156422,0.22950819,-0.5034452
A0A024B7W1,-0.3195935,-0.3458069,-0.96196175,0.3488396,0.8559348,0.75632256,-0.4741676,-0.3775216,0.08557649,0.04309912,0.41320083,0.21375185,-0.88071936,-0.4377004,0.8760556,0.5643842,0.80102766,0.13894133,0.20983735,-0.017779682,0.16101903,-0.5548711,-0.3120256,0.17389145,0.3091382,-0.5331155,-0.45587096,-0.23455742,0.3112188,-0.030473962,-0.626982,0.20223154
P01027,-0.16925052,-0.027341492,-0.23986523,0.2753037,0.17469333,0.05366752,-0.108635016,0.04436861,0.24100569,-0.5353684,-0.23154825,0.087654226,-0.23596635,-0.27252614,0.2766698,0.10341051,0.22487943,0.043003537,0.10879353,-0.16053747,-0.27955988,-0.22300161,-0.21574154,-0.040355965,-0.12180052,-0.27384657,-0.03661397,-0.3177017,0.09379192,-0.056125864,-0.43666977,-0.39289987
P16045,0.055969864,0.10586305,0.34828573,0.1010985,-0.33435765,-0.3533572,0.105507426,0.19802159,0.22023396,-0.44397414,-0.55853504,0.017085217,0.24031995,-0.21823218,-0.29613364,-0.2531059,-0.22718804,0.02930063,0.058808748,-0.20594713,-0.4521423,0.07158138,-0.104653135,-0.093233764,-0.36968458,0.10659648,0.3159728,-0.056791052,-0.06885034,-0.13534465,-0.1445131,-0.6661052
P32243,0.46817833,-0.02204039,0.36063838,-0.24678186,-0.29834566,-0.081572846,-0.013924219,-0.13255692,-0.09103198,0.6562455,-0.25330138,-0.19903806,0.19447078,-0.26432192,-0.47346473,-0.17463431,-0.19061352,0.27704757,-0.028100345,-0.029115196,-0.03216397,0.07310107,-0.018610232,0.0478255,-0.2029568,0.5073914,0.39697963,0.592576,-0.036410414,-0.11692093,0.1394062,-0.10202125
P16662,0.27090344,0.06562963,0.4118141,-0.09047494,-0.3839312,-0.24644583,0.066099726,0.032738976,0.07830861,0.09052055,-0.43893895,-0.09796151,0.23932631,-0.24874562,-0.45008427,-0.252501,-0.2471212,0.15625335,6.537512e-05,-0.12934668,-0.25709862,0.098434746,-0.042742163,-0.012948627,-0.33165,0.33782893,0.4067658,0.28698218,-0.06520595,-0.13517791,0.032352313,-0.4231668
P18196,0.5713014,0.1752622,0.9027838,-0.3215833,-0.83810925,-0.56990075,0.23193148,0.18453345,0.037163068,0.25014514,-0.7007463,-0.3076219,0.6470605,-0.14127558,-0.91836417,-0.5256743,-0.60595924,0.19230086,-0.10814251,-0.13004407,-0.35787547,0.3275356,0.063993216,-0.09537345,-0.5339273,0.7294441,0.69993496,0.57761,-0.1874071,-0.14175935,0.29816172,-0.52212894
P00894,0.71215177,0.0789755,0.79684216,-0.40334174,-0.7631619,-0.39952177,0.1459184,0.07323072,-0.027692568,0.6364649,-0.57073003,-0.40622848,0.59457654,-0.13205725,-0.89733696,-0.426176,-0.5092172,0.3241948,-0.1627789,-0.0050493293,-0.20633118,0.25581875,0.080445066,-0.09974052,-0.42685017,0.82672083,0.63351655,0.8270782,-0.1205305,-0.12477741,0.32050994,-0.25410438
P62328,0.49128065,0.06334685,0.59683865,-0.25463435,-0.5310477,-0.28632548,0.087682985,-0.037397124,0.009640489,0.48277354,-0.4554,-0.18220022,0.37639,-0.24526829,-0.70983136,-0.33423123,-0.35799992,0.265343,-0.05906279,-0.060098313,-0.18056834,0.1762462,0.026204184,0.0020756405,-0.35988614,0.58837056,0.5485084,0.609484,-0.084833175,-0.16898751,0.20819303,-0.310471
Q04637,-0.17054465,-0.09433925,-0.3891592,0.26517498,0.30302823,0.19138265,-0.1684179,-0.021422751,0.17915925,-0.40677577,-0.10458225,0.065169595,-0.36143708,-0.27756405,0.41227716,0.1985422,0.33883998,0.056233227,0.11304112,-0.13461958,-0.18314965,-0.29490426,-0.23801881,0.0012596902,-0.027551968,-0.3110445,-0.11842236,-0.30524743,0.13549604,-0.02532354,-0.48480514,-0.2439858
P02745,-0.35058436,-0.20938948,-0.7836945,0.39126125,0.6820376,0.52008003,-0.36478394,-0.2162481,0.1646037,-0.3063336,0.22124037,0.2405889,-0.72469336,-0.41097128,0.74832964,0.43740836,0.6313138,0.05400251,0.22278443,-0.11023304,-0.012602031,-0.4621421,-0.3065261,0.1329876,0.16501188,-0.56418735,-0.34327525,-0.40264007,0.23723069,-0.036749355,-0.6100309,-0.056460135
P39428,-0.31453675,-0.10323018,-0.6357267,0.3825384,0.54396373,0.33303836,-0.27563426,-0.106675275,0.19872463,-0.4895708,0.055308178,0.20110187,-0.57075757,-0.36194515,0.6397122,0.33712614,0.49379125,0.01940795,0.20067792,-0.15821081,-0.12578899,-0.38389906,-0.2840374,0.06158624,0.05858735,-0.5330951,-0.25407958,-0.47781226,0.1657436,-0.027464077,-0.57890844,-0.20546961
P0AGC3,0.25950605,0.065471545,0.4218706,-0.10064376,-0.38275263,-0.22262344,0.06516733,0.006377317,0.096056804,0.10065364,-0.43881285,-0.07047467,0.22320317,-0.2700342,-0.48169142,-0.25654757,-0.23386808,0.15681379,-0.0018849783,-0.12855424,-0.24853119,0.095066875,-0.04271373,0.0046702605,-0.3255921,0.34274542,0.419926,0.3001752,-0.05804065,-0.15694785,0.042253077,-0.42262578
P00924,0.68715113,0.23027961,1.0705603,-0.39319274,-1.0425806,-0.7332369,0.29108885,0.31965804,0.052400697,0.19722934,-0.81992507,-0.44411004,0.831711,-0.04457131,-1.0585173,-0.6217214,-0.75027126,0.1837249,-0.1496447,-0.12943089,-0.4462813,0.41144693,0.07545225,-0.16251579,-0.629065,0.8385052,0.78170466,0.64282,-0.22427642,-0.117004275,0.3627394,-0.55904275
M1V4Y8,0.3748594,0.013728127,0.4034009,-0.18438731,-0.3510543,-0.1505747,0.019370131,-0.049625076,-0.021486018,0.40443367,-0.33222783,-0.16376978,0.2211413,-0.26915574,-0.46869004,-0.2081114,-0.22587681,0.21639872,-0.0039003827,-0.087710164,-0.13077517,0.10689816,-0.03116303,0.024962893,-0.26082492,0.44535905,0.40237656,0.4645788,-0.061038107,-0.12212446,0.10647005,-0.25963902
B1YAL1,0.48506898,0.18463172,0.8723386,-0.25764376,-0.80858606,-0.58782434,0.23704362,0.22629595,0.042613287,0.100214966,-0.70007336,-0.26749802,0.6229041,-0.14602144,-0.8384756,-0.51690716,-0.60807127,0.13086617,-0.06294194,-0.17474814,-0.40027893,0.33568826,0.03889209,-0.092342086,-0.5410018,0.64957696,0.6610589,0.4503431,-0.20664495,-0.13028231,0.2536271,-0.6025015
P16219,0.63915324,0.15893243,0.9085644,-0.35796413,-0.85467124,-0.5594412,0.22122294,0.16818854,0.022560615,0.36682802,-0.68997383,-0.35636503,0.6700751,-0.12123373,-0.94445693,-0.521036,-0.6107791,0.23748754,-0.13253985,-0.09282392,-0.32958382,0.32268506,0.07725726,-0.11282938,-0.52752346,0.7861618,0.705168,0.66678405,-0.1759091,-0.13085622,0.31898603,-0.457066
P07359,-0.3837542,-0.29195422,-0.97649497,0.4002279,0.87054425,0.6879593,-0.4525826,-0.28310782,0.06952651,-0.16872843,0.39931062,0.22539032,-0.8840362,-0.43163118,0.95766,0.53449917,0.74682456,0.035574995,0.26040038,-0.11687793,0.10625771,-0.5324706,-0.3149096,0.15893279,0.2820413,-0.6210754,-0.4736717,-0.42907807,0.24272296,0.006719567,-0.650499,0.089928746
Q14247,0.5136263,0.10909118,0.71182853,-0.27432907,-0.645407,-0.40248337,0.15395653,0.050671466,0.011857856,0.3808921,-0.55517423,-0.22869498,0.47727084,-0.19945294,-0.77694345,-0.4113974,-0.4580863,0.23104632,-0.07891047,-0.09324054,-0.2507686,0.23013583,0.038977712,-0.037427917,-0.4264819,0.6373992,0.60720706,0.57422364,-0.12716106,-0.15240431,0.2332373,-0.40357244
P34760,0.67514634,0.22247194,1.0443485,-0.38307247,-1.009476,-0.70899904,0.28137827,0.3012312,0.04416697,0.2102282,-0.8002877,-0.42841125,0.8066918,-0.05712554,-1.0339738,-0.60832775,-0.73287755,0.18564136,-0.14408487,-0.130733,-0.43072155,0.39898342,0.07754572,-0.15776989,-0.61372393,0.8262679,0.76639783,0.63189924,-0.2228908,-0.11521814,0.35575154,-0.5526476
P0C0T5,0.11493862,-0.029077303,0.09428953,0.014317779,-0.09047705,-0.0013170093,-0.05135098,-0.057407178,0.11884524,0.021456063,-0.26328075,-0.01725357,-0.028832465,-0.29280823,-0.15187173,-0.06321504,0.021758236,0.15365438,0.039388463,-0.10086326,-0.17417926,-0.07240882,-0.11622859,0.021782402,-0.1809157,0.12099367,0.20407964,0.14834493,0.03860692,-0.11921731,-0.14147873,-0.28520554
P0A9Q7,0.6611491,0.17779554,0.9510706,-0.38001853,-0.90036803,-0.59246933,0.23965114,0.1926915,0.0309092,0.3434235,-0.72447515,-0.38258007,0.7062339,-0.105069414,-0.98593235,-0.54729354,-0.6358847,0.23422381,-0.14941141,-0.09444353,-0.351671,0.34040183,0.080474585,-0.12414498,-0.54713,0.8089392,0.729071,0.67856705,-0.18619329,-0.1322639,0.3355138,-0.46691692
P06612,0.66044533,0.19047068,0.97922784,-0.37975714,-0.9311902,-0.62429845,0.25428736,0.21958542,0.037959713,0.30375576,-0.74906313,-0.38777983,0.73299783,-0.094768286,-1.003199,-0.56553054,-0.6614403,0.22027194,-0.14915383,-0.105474874,-0.37489358,0.35580507,0.08020592,-0.13109325,-0.565368,0.813614,0.7428863,0.6641506,-0.19476128,-0.13082583,0.33942494,-0.49648762
Q9QWV4,-0.18602103,-0.15772519,-0.39968717,0.25280213,0.3230891,0.2956247,-0.2196165,-0.104534976,0.20922014,-0.25900334,-0.027479455,0.1278035,-0.42105737,-0.34081775,0.36459512,0.221569,0.38823313,0.10068783,0.12748131,-0.09718836,-0.11864607,-0.3214243,-0.24216487,0.05693113,0.011975817,-0.2795993,-0.12189825,-0.17912269,0.193415,-0.07313391,-0.45479548,-0.18639678
Q7L0Y3,-0.3585465,-0.17727983,-0.7958383,0.39265463,0.7029199,0.48495156,-0.35487458,-0.16367158,0.1242391,-0.37690026,0.21935159,0.19211835,-0.71398497,-0.38522667,0.8200305,0.42754403,0.60093504,0.0039284676,0.24333906,-0.16028011,-0.02219227,-0.44271195,-0.3074604,0.09805754,0.1603165,-0.58560354,-0.36756653,-0.4903727,0.18455277,0.008825883,-0.6124549,-0.0799226
A0EKJ1,0.70958775,0.18447714,0.982084,-0.40199164,-0.9498983,-0.6235293,0.24503738,0.23041856,0.017158378,0.36397532,-0.7449616,-0.44788346,0.7593889,-0.06758909,-1.0044627,-0.55790055,-0.67239016,0.24684387,-0.16617572,-0.08080695,-0.3577843,0.35388833,0.081073105,-0.15773103,-0.56141347,0.8496219,0.7346097,0.7130531,-0.19151953,-0.109637156,0.3534306,-0.45093858
P51965,0.7279758,0.0017482191,0.6784104,-0.41244945,-0.66643924,-0.24293965,0.07644483,-0.019616835,-0.060531687,0.8239465,-0.44928592,-0.4007533,0.48824275,-0.15930429,-0.83822745,-0.34441656,-0.40248495,0.38343197,-0.17272472,0.06577326,-0.10670109,0.1803788,0.07452366,-0.052835025,-0.3392878,0.82015693,0.56658626,0.9247335,-0.05555564,-0.13408512,0.30343726,-0.09981624
Q9C0C9,-0.30787754,-0.074645236,-0.62782186,0.3779137,0.5400772,0.29551512,-0.25591406,-0.07924888,0.18267445,-0.53324085,0.031450793,0.17435783,-0.55214846,-0.340556,0.6570159,0.31961605,0.46974197,-0.00231494,0.19825874,-0.17776416,-0.14306135,-0.37277195,-0.28035197,0.038620174,0.04576885,-0.5398414,-0.25083885,-0.52237976,0.13664345,-0.009977341,-0.5788553,-0.22338936
P80188,-0.34863627,-0.10259579,-0.6874253,0.41441894,0.601625,0.36133248,-0.30154243,-0.13373938,0.20372616,-0.50322217,0.09884313,0.2429258,-0.618879,-0.38773483,0.68139815,0.36425304,0.52587515,0.015434325,0.22253454,-0.16539815,-0.11122015,-0.40039715,-0.29065442,0.08102803,0.07427321,-0.58339787,-0.2774814,-0.5144075,0.16922316,-0.03155707,-0.5921844,-0.20184186
Q12349,0.3381807,0.05384828,0.4430982,-0.15352342,-0.40667814,-0.23602936,0.06144642,0.05373069,-0.014122423,0.20679794,-0.40237066,-0.20688903,0.27045375,-0.22745496,-0.4343059,-0.23910382,-0.2790649,0.16258937,-0.009207737,-0.1356804,-0.21018992,0.14317873,-0.04189612,-0.016131507,-0.30733445,0.42229545,0.3966437,0.3497185,-0.0977917,-0.07971762,0.084548175,-0.36111557
P84022,0.6412855,-0.022984445,0.59551525,-0.3587592,-0.5454284,-0.1848657,0.04538227,-0.08985562,-0.06374104,0.8203894,-0.37214544,-0.2917372,0.38874665,-0.22023064,-0.75860065,-0.29821754,-0.3358712,0.3627348,-0.113310575,0.034881826,-0.07060549,0.1519196,0.052493557,0.003975002,-0.2934354,0.73611957,0.53445053,0.8515527,-0.042779207,-0.15138744,0.26545694,-0.10916544
C0LGW6,0.40256816,0.1097938,0.60454065,-0.19311818,-0.55761427,-0.37286833,0.13290063,0.102137245,0.004307974,0.1899071,-0.52079535,-0.2206923,0.4016599,-0.19887543,-0.5943561,-0.35080615,-0.40805775,0.16127971,-0.033554617,-0.14251463,-0.27723753,0.20939177,-0.001873374,-0.045080073,-0.40162233,0.5098002,0.50696945,0.3971938,-0.1396554,-0.10645482,0.15398726,-0.449651
Q9HAU5,-0.09958103,-0.10857798,-0.30319983,0.19544107,0.24536699,0.20743123,-0.16674119,-0.07237435,0.17577858,-0.24485533,-0.107874915,0.06124056,-0.3208475,-0.30006942,0.2753502,0.15536815,0.31566608,0.10820228,0.091488674,-0.09986648,-0.14449933,-0.27561936,-0.2112281,0.020687317,-0.03350825,-0.20489998,-0.05651039,-0.14924082,0.14419486,-0.06429325,-0.4061882,-0.19830349
