accession_code,ProstT5_32_dim_0,ProstT5_32_dim_1,ProstT5_32_dim_2,ProstT5_32_dim_3,ProstT5_32_dim_4,ProstT5_32_dim_5,ProstT5_32_dim_6,ProstT5_32_dim_7,ProstT5_32_dim_8,ProstT5_32_dim_9,ProstT5_32_dim_10,ProstT5_32_dim_11,ProstT5_32_dim_12,ProstT5_32_dim_13,ProstT5_32_dim_14,ProstT5_32_dim_15,ProstT5_32_dim_16,ProstT5_32_dim_17,ProstT5_32_dim_18,ProstT5_32_dim_19,ProstT5_32_dim_20,ProstT5_32_dim_21,ProstT5_32_dim_22,ProstT5_32_dim_23,ProstT5_32_dim_24,ProstT5_32_dim_25,ProstT5_32_dim_26,ProstT5_32_dim_27,ProstT5_32_dim_28,ProstT5_32_dim_29,ProstT5_32_dim_30,ProstT5_32_dim_31
Q5FL51,-0.053102255,-0.030385189,-0.21767923,0.03559757,-0.5650073,0.31480744,-0.4924201,-0.23795673,-0.18442202,0.23107223,0.15782736,-0.0496168,-0.29709643,-0.028794356,0.15323055,-0.06704298,-0.025339201,0.15975687,0.29086894,-0.51909256,0.13616677,-0.2201485,-0.32893163,0.009163931,0.103205845,0.13937756,-0.31159148,0.5035486,0.20225367,0.014979605,-0.2835131,0.04325628
A0A0F2E7M6,-0.035545796,-0.03087771,-0.2583867,0.051227145,-0.57092565,0.29435977,-0.47114855,-0.25400466,-0.17142448,0.22208051,0.18907057,-0.058398083,-0.3464537,-0.010209851,0.14086467,-0.041752264,0.0062997416,0.1981956,0.29211253,-0.47833598,0.10381156,-0.20361602,-0.3256201,-0.041869596,0.11143273,0.14529581,-0.30476493,0.527073,0.17673355,0.0061337077,-0.3172746,0.017876942
O97364,-0.11371021,-0.051311642,0.19316456,-0.053038992,0.22956552,-0.2030116,0.4265657,0.48170364,-0.03949052,0.0712293,-0.27869242,-0.34400567,-0.08156113,-0.12898576,-0.004653506,-0.21720791,0.1714091,0.23641041,-0.2916106,0.12422083,-0.2425383,-0.30661577,0.23386839,0.14775541,0.052574605,-0.03120338,-0.13696352,0.15790604,0.1381056,0.16454515,0.6228827,-0.32688782
O66198,-0.30756807,-0.13462941,-0.32739052,0.084528856,-0.49660495,0.02493348,-0.23340271,-0.52577645,0.19106996,0.18346164,0.31729895,0.13743298,-0.42251268,-0.21751681,0.18151715,-0.20562544,0.11309715,0.50149053,0.41878873,0.14950772,-0.09482266,-0.04500638,0.046523806,-0.2911244,0.25767338,0.28785917,-0.0022299066,0.70608115,-0.012787677,0.108663626,-0.5212042,-0.07890457
Q9P2N6,-0.069147855,-0.06381898,0.32785758,0.04768496,-0.04044528,0.19824341,-0.22346324,0.45108062,0.12611365,0.18100509,-0.10163179,-0.010410622,0.12773135,-0.28516984,-0.24096572,-0.2072142,0.28820187,0.1593112,0.0877012,-0.3984046,-0.08490641,-0.5797978,-0.03276087,0.045940608,0.4609918,-0.09567888,-0.17606741,-0.029397458,0.24043378,0.36542565,0.428363,-0.15499213
P41007,0.110116825,-0.07358888,0.044063322,0.053077318,-0.19201717,-0.026163109,-0.33789173,-0.46520925,-0.04838026,0.11056167,0.23104276,-0.22570279,0.32128453,0.22041789,0.12021489,-0.052349538,-0.021107674,0.03651187,0.13652563,-0.44585872,-0.026197184,-0.27017406,-0.28790078,-0.08028588,-0.11077482,0.09512494,-0.30313766,0.24653003,0.13655856,0.25728655,-0.38472307,0.08824532
P06983,0.086498246,-0.03952022,-0.27691534,0.05750455,-0.48111334,0.2548758,-0.46245274,-0.49311125,-0.09741288,-0.092238545,0.13079402,-0.013555527,-0.031489164,0.015303858,0.09231535,-0.08194016,0.13150945,0.13287988,0.123972535,-0.39837253,0.03135002,-0.22463162,-0.2964901,0.023870386,0.07184884,0.26668662,-0.21784762,0.324171,0.037683107,0.15914388,-0.18835896,0.1113698
P11880,0.061304018,-0.059663206,-0.2974536,-0.015867958,-0.6214507,0.45004514,-0.5902349,-0.4536447,-0.16027853,-0.087328464,0.019526917,0.069752455,-0.104615495,-0.13687402,0.035010614,-0.15298524,0.14337242,0.084180966,0.07106453,-0.40100163,0.10664817,-0.26384273,-0.3241387,0.1567424,0.18629439,0.31149992,-0.20182091,0.36350694,0.062165566,0.167561,-0.10862829,0.10519779
O75821,-0.102008924,-0.28731474,0.4213324,0.511848,-0.110073775,0.11484331,0.20648405,0.08168914,0.096389666,0.2552536,0.12381208,-0.109801896,0.10858941,0.02623465,0.14555508,0.054191783,0.18643549,0.19326887,-0.28353542,-0.093848124,0.12531734,0.10839017,0.006140318,-0.08062965,-0.0734803,-0.060101673,0.21272549,-0.39310297,0.10617207,-0.18450424,0.02824926,0.3964911
Q9NUX5,-0.050716765,-0.07664974,0.20111161,-0.038626954,-0.059450198,0.34417585,-0.19695441,0.38422874,0.2830615,0.432232,-0.17361894,-0.027818099,0.16077593,-0.12026102,-0.22008216,-0.19482046,0.047027238,0.26726115,-0.09181885,-0.31488597,-0.06874112,-0.39063054,-0.05559102,0.011220068,0.22649296,-0.13650012,-0.1989646,-0.12554881,0.17397016,0.33821583,0.2012651,-0.1353679
P16885,0.09746294,0.0022584796,-0.12360195,0.036864504,0.10372664,0.37148517,-0.14304096,-0.07947413,0.17222023,0.09261283,0.09550513,0.026348233,0.076443374,0.009481043,-0.06295132,-0.17348626,-0.10362479,0.13403434,0.38311827,-0.112838395,-0.059227068,-0.12937367,-0.013810363,0.07654347,0.29540485,-0.012849202,-0.19637457,0.038574032,0.05134476,0.034418274,0.13294952,-0.107949734
Q969T4,0.16833769,0.23364973,-0.04303392,0.59536886,0.10574426,-0.028992778,0.23513314,-0.22754517,0.31902787,-0.08177069,0.29236025,-0.20811546,-0.16839823,0.017600752,-0.20127395,0.26786402,0.171634,0.27281496,0.37802815,-0.14153358,0.15902504,0.30562663,-0.0033732466,-0.25347328,-0.045707352,-0.36360717,0.010789439,0.203625,0.16359484,-0.23898013,-0.10007349,0.1505661
O75971,-0.14846683,0.08109851,0.7247779,0.090902224,-0.004660595,-0.4333699,0.68927264,-0.31170475,-0.2625116,0.28619567,0.20783003,-0.07063618,-0.13784587,-0.11679932,0.06309868,-0.26954117,0.40798795,-0.16346675,-0.77077866,-0.13541512,-0.023196992,-0.094750986,0.54383767,0.24056464,-0.3200995,-0.07111008,-0.031701572,0.61046493,0.10973445,-0.3965403,-0.12772878,0.4595144
P54066,0.09813042,0.09066844,0.16869543,0.21345434,-0.16929846,-0.116490856,-0.6634547,-0.61288434,-0.07260982,-0.0042497516,0.29533345,-0.030303188,0.29074612,-0.13564554,-0.04593675,-0.090782315,0.075424425,-0.059713416,0.36942965,-0.56926304,0.064580984,-0.29172832,-0.27360827,0.043442205,0.07844086,0.05747295,-0.16853705,0.35876334,0.13629805,0.23981735,-0.4082344,0.2717397
Q9BRJ7,0.04852642,0.12022829,0.35674074,-0.009893784,-0.055523615,0.18032101,-0.48430166,0.08661642,0.02782024,0.3272465,0.059669007,-0.110669866,0.30918163,-0.10676868,-0.15319347,-0.13744265,-0.023591012,-0.17281726,0.015266001,-0.5410484,0.056531753,-0.41137016,-0.21452922,0.025402933,0.3411947,-0.07403161,-0.2910595,-0.03609006,0.36448154,0.2637944,0.013481174,0.034684904
Q6GB54,0.051738694,0.0052976534,-0.18920192,0.050649367,-0.4617742,0.25368544,-0.44762063,-0.3430501,-0.18912092,0.19526377,0.41177654,-0.099624604,-0.3432829,-0.1420067,-0.049556244,-0.057073772,0.07165168,0.2859455,0.3544081,-0.2212339,-0.16072725,0.006527245,-0.27493,-0.11865167,0.3881324,0.17011565,-0.20345673,0.59246516,0.10269705,0.18512297,-0.3832791,-0.15997995
P02942,0.0057515353,0.43041474,0.016444825,-0.020062076,-0.32917893,-0.14713442,-0.23646235,-1.0003308,0.2503553,-0.25773713,0.15004456,0.18357229,-0.49138084,-0.27198914,0.19387808,-0.27730083,-0.12521617,0.42072982,0.083138645,0.20452242,-0.2613992,-0.26500928,0.33388647,0.25746012,0.3197391,0.37018785,0.006467007,0.4548043,-0.3286126,0.049256597,-0.20504834,0.32695848
P32835,0.26128215,-0.0024115741,-0.20069513,0.17454603,0.07055703,0.14541964,-0.0715147,-0.39182338,0.15348801,-0.17969707,0.23366807,-0.024846256,0.19820353,0.349988,0.015740067,0.10581524,0.12753426,0.052566595,0.10850194,-0.15299515,-0.07404419,-0.07474125,-0.2176798,-0.16393574,0.0783795,0.102445245,-0.1523169,-0.06210038,0.07566482,0.082710296,-0.08843945,0.0005416088
P18239,-0.037923947,0.04112602,-0.354393,0.13733114,-0.19772623,0.1189585,-0.23865181,-0.86348945,0.14253658,-0.24109313,0.27378574,0.17080787,-0.005446583,-0.1631932,0.15519714,-0.23032573,0.15124285,0.26810914,0.26625422,0.2773438,-0.13243951,-0.014034152,0.0027162395,0.0313527,0.3330475,0.38041437,0.10643172,0.20930612,-0.17916524,0.03333988,-0.10611134,0.15068929
P0AG40,0.027280793,-0.011989079,-0.050563432,0.07043587,-0.20395826,0.15371948,-0.38576153,-0.33514473,-0.0144577,0.11759743,0.131702,-0.08193539,0.15293401,0.13712958,0.14934778,-0.13182676,-0.1097462,0.04648025,0.22647819,-0.51431584,0.1200624,-0.29228473,-0.22899258,0.10200957,-0.07765831,0.09855281,-0.33019957,0.15633227,0.13284966,0.06936378,-0.14827228,0.18745549
P16686,-0.16545944,0.15966664,0.3127194,-0.16670948,-0.35757837,0.15077236,-0.554302,-0.2036027,0.045066025,0.52900755,0.20192893,-0.050642423,0.30021882,-0.14315362,-0.051714703,0.12393288,0.034344643,-0.30779654,0.046995014,-0.5103784,0.11533984,-0.21574967,-0.42918703,-0.2514109,0.3195709,-0.07232747,-0.04976637,0.14930345,0.5717229,0.38018486,-0.4472885,-0.13444011
A8C5S7,0.13249336,-0.060619548,-0.45421448,0.123122506,-0.35711724,0.17258462,-0.31068885,-0.3045627,-0.044727597,0.121336885,0.34049365,-0.011662275,-0.47286335,0.17159942,0.06314153,0.05494514,0.091632605,0.22965029,0.2840482,-0.23444963,-0.043051858,-0.08846254,-0.2645038,-0.29905403,0.20672782,0.123877846,-0.2927378,0.5677614,0.094566375,-0.04419784,-0.41722417,-0.18633904
P0DPB6,-0.026870653,0.062147968,0.5324935,0.19111496,0.06026837,-0.1585735,0.115184486,-0.49233127,-0.109002344,0.37849602,0.49591723,-0.30009806,0.34233963,0.14495227,0.16332704,-0.17338741,0.048114225,0.13939762,-0.016844004,-0.2792376,-0.14262982,-0.08207366,0.011085127,0.10008815,0.017449632,-0.044714652,-0.18190724,0.0864302,0.10356558,-0.07433476,-0.24799106,0.46348226
Q9NQX3,-0.19268605,0.07194385,0.023848273,0.27128106,-0.3524609,0.20716432,0.45509338,-0.26055205,0.4664434,-0.040587515,-0.02866577,-0.16580859,-0.17616194,0.11027106,0.040953748,0.20414135,-0.010091864,0.3067867,0.23461652,0.07336587,0.25824338,0.13341607,-0.05155393,-0.19912373,-0.2638449,-0.07564047,0.022212908,0.20985013,0.35693502,-0.06088033,-0.058676574,0.040265616
P20042,-0.048691824,-0.27282697,0.3792828,0.60364306,-0.23758458,0.034360632,0.42316955,-0.06751052,0.1854566,0.14487083,0.035515536,-0.19732857,-0.013637185,-0.09984834,0.16810608,0.07783108,0.17623794,0.33959693,-0.2264905,0.0276995,0.13090245,0.1251332,-0.024506833,-0.056533456,-0.14151177,-0.13517445,0.24670002,-0.15834874,0.008924939,-0.22229305,-0.033596594,0.41268504
C0LGQ5,0.16064973,0.21561828,-0.6407209,-0.096204124,-0.07626015,0.6020794,-0.7342238,-0.27101856,0.24117865,-0.025975049,-0.2561214,0.42037088,-0.2903843,-0.07240576,-0.22227892,-0.18307617,-0.043718144,0.23301739,-0.107976325,-0.038460683,0.049178887,-0.0491096,0.013942428,0.26416665,0.23488463,0.30862975,-0.096468605,-0.02987948,-0.0713963,0.08354991,0.14071468,0.0077272244
P06745,-0.02413848,-0.082826406,-0.23925039,-0.055514447,-0.28136882,0.33460996,-0.17404759,-0.48357785,-0.024614088,0.12907468,0.38439882,0.037956506,-0.116243854,-0.013873853,0.04702463,0.10928227,-0.028293982,0.14178789,0.46975058,0.1210065,-0.14932121,0.17676403,-0.3154884,-0.15299599,0.45144087,0.23626554,0.04900608,0.44546682,0.20264512,0.18712844,-0.37097713,-0.37316033
P13929,0.11281891,-0.022761203,-0.27480826,0.071656846,-0.37537318,0.19703159,-0.34760025,-0.40712142,-0.072587736,0.15701517,0.4632664,-0.04287321,-0.3538236,-0.07405528,-0.08658477,0.027753733,0.13125908,0.30579448,0.35321826,-0.062170386,-0.2374178,0.07108788,-0.2792328,-0.26582772,0.42369324,0.16221565,-0.13036802,0.5914423,0.068535425,0.20435935,-0.487512,-0.26587993
P03372,-0.053431287,0.067034185,0.12946418,0.45216334,-0.19605441,0.11080602,0.56110775,-0.22700337,0.45774543,-0.1329601,-0.11684878,-0.26611692,-0.09340607,-0.11977927,-0.20715688,0.22117564,0.08766428,0.37727368,0.22814816,0.18982218,0.22244973,0.16902895,-0.0923409,-0.030730084,-0.25999734,-0.24279687,0.15200832,0.2318276,0.2518545,-0.053783756,0.101372555,0.024108566
P01597,0.054592356,0.20075153,0.1553273,0.09315462,0.18991119,0.058549017,-0.41786006,-0.10675452,0.2064911,0.6712206,0.17562726,-0.16369623,0.34659934,0.16112271,-0.14490066,-0.16330418,0.041370403,0.11935125,-0.16756417,-0.51640666,-0.0074613364,-0.03721963,0.15654884,-0.042113975,-0.24381015,-0.22114289,-0.36564377,-0.008304745,0.14042184,0.08081908,-0.45967555,0.25642118
O75344,0.22285776,0.01285544,-0.12774467,0.17845684,-0.031347834,0.20097622,-0.24906075,-0.3677533,0.028420415,-0.20017803,0.05368452,0.08279115,0.11105725,0.040942915,0.062678136,-0.2219375,0.03218469,0.13114029,0.09537633,-0.1817665,-0.027401723,-0.40250552,-0.18307549,0.21349062,0.1836011,0.20993093,-0.24484086,-0.04396911,-0.07552561,-0.014536077,0.1535226,0.2454275
Q03790,0.025595695,-0.23649782,0.08568635,0.27949804,0.10085179,-0.09473764,0.45237696,0.5515668,-0.14424321,0.07859591,-0.3345737,-0.44979864,-0.16779748,-0.11802434,0.043173276,-0.10469882,0.16688861,0.029253975,-0.585861,0.11883895,0.09083929,0.08479026,0.11571002,0.13266915,-0.2032004,-0.16592084,0.052755438,-0.015612304,0.13496658,-0.23144254,0.52399826,-0.09980273
Q9NQX1,0.07486966,0.14025886,-0.04988853,0.26886895,0.07280998,0.26899633,-0.057149105,-0.108600445,0.17143044,-0.07322021,0.053238776,0.111616045,-0.21450913,0.08857041,0.035648815,-0.11948511,-0.04317735,0.35368428,0.14085495,-0.06636791,0.027101237,-0.13230628,-0.04989465,0.19851862,0.21809645,0.09595831,-0.147416,-0.14689979,0.095213756,-0.1346436,0.29406527,0.283193
P0AC19,0.036410615,-0.0096604675,0.29775798,0.042742588,-0.16760917,-0.039784655,-0.68506104,-0.37277982,-0.079584025,0.31993833,0.20584871,-0.17018971,0.3328216,0.1448822,0.048310556,-0.24305859,-0.12512769,-0.015746288,0.11620405,-0.7079365,0.07574268,-0.44156373,-0.18006298,0.17487921,-0.13945186,0.09691201,-0.47278532,0.18350275,0.19205597,0.24625193,-0.38786596,0.3328823
P17555,-0.13525628,-0.13349365,0.076503,0.21109372,-0.35082734,0.27941403,0.096426666,-0.22698969,0.33718374,-0.04056652,-0.09645517,-0.0068708733,0.07166256,-0.047389437,0.10177622,0.009114683,0.08042901,0.23270202,-0.041887127,0.12877198,0.12344756,-0.18363512,-0.16949858,-0.04931186,0.11140217,0.16988792,0.12141167,-0.1368542,0.14037552,0.06460094,0.06840466,0.13682444
P01575,0.12545983,0.1586039,0.5825882,0.10758004,-0.05720978,-0.059800252,-0.47682977,-0.6646372,0.10024783,-0.019647986,0.15301187,0.11539833,0.54018426,-0.4535424,-0.20294315,-0.321086,0.22050297,-0.5335284,-0.03420306,-0.25140443,0.15846483,-0.52762926,0.05693687,0.15486015,0.43134403,0.008812519,-0.05267001,0.27107295,0.12296866,0.10345244,-0.31146774,0.35753512
P02767,-0.0049432665,0.10362989,0.2419092,0.04359193,-0.079742864,0.16894168,-0.30237952,-0.08924539,0.20598632,0.6517905,0.10541877,-0.25153935,0.40979624,-0.05565278,-0.15192117,-0.17005196,0.10786058,-0.04211539,-0.1354288,-0.5691518,0.12084738,-0.15973182,0.012135558,-0.058859512,-0.09990826,-0.32255438,-0.30176738,0.12966162,0.1941947,0.104311876,-0.39931157,0.1801402
P06307,-0.31519234,-0.45392263,0.637875,0.38314533,0.039120432,0.039927885,0.30329502,0.037573405,-0.49537542,0.3638385,0.23738296,0.19214574,0.096713364,-0.12557037,0.25818208,-0.25336584,0.42870373,-0.37956935,-0.5127066,-0.2140013,0.25477022,0.10704568,0.3166256,0.3405066,0.042058393,0.079978116,0.23278648,-0.013853505,0.24090698,-0.6524134,0.17747769,0.6443181
O70201,-0.035286024,0.4723585,0.3653212,0.098176755,0.17066722,-0.17361781,-0.095288284,-0.4523163,-0.015440536,0.2893786,0.64779973,-0.22478382,0.19467315,0.0746777,0.028691098,0.13079923,-0.064873815,-0.05477365,0.33350837,-0.25566477,-0.10280898,0.024307802,-0.17572321,-0.18908252,0.46796995,-0.13317573,-0.0823605,0.056659773,0.4105885,-0.006209926,-0.14404108,0.0764593
P09429,-0.09434129,0.046892893,0.3032574,0.58505565,-0.02823332,-0.35284722,0.21850577,-0.76515615,0.15230307,-0.12914646,0.5198293,0.096389085,-0.12356479,-0.01096309,0.27981356,0.0359751,0.2095528,0.52627647,0.2032806,0.0055965036,-0.052322745,-0.031326547,0.12825635,0.02363041,0.027675226,0.09075696,0.21970406,0.03098929,-0.22549567,-0.27486092,-0.110028915,0.65725917
Q96B02,0.27019817,0.49771863,0.09102014,0.14201783,0.34788767,0.04958821,-0.37069625,-0.2254777,0.08483325,0.2965126,0.4374054,-0.13493934,0.11781898,0.10519632,-0.17267066,0.18544236,-0.20467494,-0.13749868,0.34839153,-0.39809477,-0.04324593,0.16506566,-0.22688875,-0.15999271,0.37437588,-0.28082642,-0.16516694,-0.0073242635,0.3392564,0.02719556,-0.1864278,-0.06515764
P00445,0.037616998,0.3306716,-0.013522841,-0.025951838,-0.118343964,0.112645864,-0.5927602,-0.14489844,0.15268505,0.5982804,0.23890077,-0.132653,-0.05417998,0.023053505,-0.12133311,0.217744,-0.11787769,-0.05055251,0.27391243,-0.5751473,0.11522002,0.0050618798,-0.26810747,-0.2828161,0.13129868,-0.27072206,-0.22785607,0.3401082,0.4092824,0.15599708,-0.59488046,-0.13205478
P0CT31,0.28732944,-0.19939095,-0.7273567,0.2751588,0.1976056,0.044395328,0.0767256,-0.24220127,0.39608356,-0.22531474,0.18412995,0.25363398,-0.43578696,0.5404399,0.13286182,0.041046992,-0.0070972443,0.2087335,0.32827544,0.17749797,-0.056433234,0.008102223,0.08200519,-0.4925037,-0.013517186,0.15915897,-0.2957248,0.3088409,-0.01177004,-0.16912992,-0.2910095,-0.25851205
P08254,0.09087056,0.098982245,-0.045834266,0.09252724,0.025023144,0.39462098,-0.14164945,-0.067513295,0.23128428,0.19533488,0.14019889,-0.028997555,0.09245074,0.055083,-0.11255187,-0.0004197061,-0.077196196,0.03598725,0.3297941,-0.25359523,0.05106411,-0.058247298,-0.14821143,-0.028451756,0.18477793,-0.103451036,-0.18169561,-0.020130023,0.17324969,0.00878212,-0.0090925805,-0.050177343
P07492,-0.24983802,-0.5453305,0.57728946,0.44964737,-0.09828909,0.006479442,0.4468181,0.022244774,-0.44607973,0.23657231,0.059292194,-0.03535205,0.06230542,-0.18215287,0.31057712,-0.09220278,0.31044072,-0.3183642,-0.62215006,-0.036191314,0.32684448,0.19361432,0.1968666,0.3284117,-0.15126541,0.026632274,0.4492161,-0.06762436,0.06169609,-0.69454294,0.1703271,0.57403517
P0AFX0,0.41100252,-0.11882816,0.3644071,0.14982061,0.016754251,-0.12924707,-0.614531,-0.47642642,-0.13000871,0.21643902,0.16083218,-0.08085501,0.42201757,0.07119822,-0.11664519,-0.42243484,0.09521405,0.105057895,-0.23138303,-0.58605325,-0.20352764,-0.6124883,-0.06961973,0.33140993,-0.1147199,0.1127625,-0.5294088,0.20719704,-0.2235027,0.23853703,-0.47564554,0.49919903
Q96SB4,-0.042311236,0.03962058,0.061961614,0.29569042,-0.1658127,0.08412443,0.68774486,-0.100607015,0.45974007,-0.1423963,-0.2710563,-0.34633592,-0.24857722,0.03507615,-0.09969827,0.16350731,-0.100978374,0.48792475,0.094356924,0.33615184,0.09088958,0.16171809,0.004009437,0.041939817,-0.332888,-0.13708578,0.034607224,0.21391052,0.23655534,0.006556506,0.23256716,-0.12519759
P06151,0.08473186,-0.13836631,-0.26320305,-0.042112082,-0.33508536,0.21924391,-0.18430163,-0.6522886,0.026899416,-0.106533065,0.31098002,-0.07941362,0.06870969,0.23404625,0.15911293,0.115215026,0.04758531,0.07139306,0.16708574,0.1059846,-0.14538501,0.047882006,-0.32328993,-0.23511265,0.2344565,0.3662509,0.01102782,0.21626115,0.12492332,0.28482354,-0.35500103,-0.246204
P0C0L5,0.012664929,-0.089145094,0.06573935,-0.23399416,-0.24093421,0.41862297,-0.6148727,0.18805179,0.29841018,0.4668098,-0.42659214,0.055690095,0.17680413,-0.06566551,-0.1945137,-0.30524614,-0.16140543,0.15216872,-0.42730665,-0.3683613,-0.004233946,-0.5460312,-0.18756084,0.20585531,0.092230335,0.092379384,-0.3665739,-0.1575824,0.1567547,0.4758233,-0.024306018,0.0048817135
P0ABU9,0.11181246,0.18855834,0.12357692,0.14365324,-0.1800738,-0.16928893,-0.36000425,-1.0754398,0.05452245,-0.10732123,0.374099,0.03567612,0.16651177,-0.24488652,0.007118635,-0.2613942,0.14448515,0.16754362,0.12914479,0.015463188,-0.20528716,-0.22163568,-0.030191097,0.14182112,0.30889708,0.22073862,0.0031867176,0.3546068,-0.18474269,0.14919694,-0.33800545,0.34966713
O64903,-0.05543685,0.093423456,0.12150306,0.3991881,-0.19969806,-0.002554506,0.381418,-0.3081488,0.26307175,0.09702897,0.21714358,-0.31182924,0.027766883,-0.042003,0.02681312,0.13406122,0.2008475,0.15752462,0.18592626,-0.14148515,0.209494,0.17710696,-0.012267027,-0.2996183,-0.1706195,-0.31169567,0.01302775,0.34836158,0.24830654,-0.13591754,-0.28128988,0.15692534
P04626,-0.023420796,0.27227634,-0.013682693,-0.06399919,0.2263609,0.35627824,-0.20216854,0.029312812,0.29287612,0.5325937,0.27139804,-0.0035629645,0.07588816,0.018504657,-0.16473532,0.13946876,-0.22708268,-0.106634535,0.33818728,-0.0859598,0.0019769398,0.23018073,-0.08332685,-0.24996807,0.47266334,-0.21007426,-0.016535759,-0.05245769,0.39874548,0.044493575,-0.13536704,-0.327261
P00883,0.082493216,0.0132057145,-0.15908232,0.017669184,-0.37482154,0.15034887,-0.35807258,-0.5540033,0.04950883,0.113792494,0.4487377,0.00229422,-0.110546514,-0.17257494,-0.23057276,0.15123948,0.25304866,0.12705559,0.29098552,0.064477846,-0.26695234,0.10641503,-0.3820423,-0.35875565,0.48280323,0.17026478,0.047336146,0.5455805,0.1906125,0.4041375,-0.6366744,-0.35497797
P09960,0.18692638,-0.054149985,-0.38273486,-0.15507808,-0.1847504,0.555223,-0.37534678,-0.38088304,0.159376,0.04506278,0.045549948,0.11255589,0.044583797,0.11306099,-0.03750068,0.06587942,-0.09282552,0.011117138,0.19075897,-0.015584022,-0.036833752,0.036828548,-0.23546308,-0.018610507,0.31600118,0.22125572,-0.079424925,0.114031635,0.09352022,0.2157457,-0.21341573,-0.2723885
P00558,0.13285385,-0.110875845,-0.3808311,0.029441351,-0.39942288,0.2932543,-0.26470748,-0.50028473,0.0033746725,-0.025747031,0.30914715,0.00029485673,-0.2059639,0.09653007,0.0647532,0.11004314,0.12538156,0.16372809,0.2451612,0.015150256,-0.1250399,0.049539983,-0.3156019,-0.2630819,0.3173414,0.27796993,-0.055304326,0.41949776,0.08837368,0.19022147,-0.41777095,-0.26762873
P52735,0.27116162,-0.008290872,-0.18826622,0.07993887,0.039760705,0.3776823,-0.21903196,-0.36782885,0.13722196,-0.17568818,0.105013594,0.12295911,0.19381809,0.00037815422,-0.0974794,-0.08864066,0.059648693,0.09233521,0.18414754,0.0048333034,-0.14318419,-0.1918627,-0.2067838,0.11875455,0.4191754,0.16873072,-0.0701927,-0.11014184,-0.07059935,0.124731444,0.15145463,-0.04960426
O04019,0.09874825,-0.061346263,-0.29979506,0.34439093,0.037846487,-0.01889306,0.20383361,-0.6517912,0.26554567,-0.37940073,0.2795895,0.12072094,-0.11029717,0.30322495,0.31372538,-0.008584738,0.07561241,0.34950945,0.25059092,0.2608425,-0.102811754,0.021917537,-0.009064201,-0.12455742,0.10329993,0.2660929,-0.011590384,0.046757914,-0.073248945,-0.11894835,-0.05317233,0.15653719
P04418,-0.2985809,0.42877245,0.6087495,-0.116666354,0.32085904,-0.38019118,-0.2760167,0.54382366,-0.040647153,0.34341955,0.23985855,-0.2172713,0.19963858,-0.05049911,-0.19918141,-0.18681404,0.5265544,0.0090767965,-0.014302611,-0.64578426,-0.25411463,-0.62063503,0.33220023,-0.19142996,0.3552034,-0.11952109,-0.43496713,0.055905297,0.5773293,0.4339264,0.3658239,-0.18032174
O88587,0.21146901,0.048858233,-0.02202063,-0.0026642326,-0.11670081,0.16562806,-0.37921456,-0.511027,-0.0948335,-0.07307339,0.16999829,-0.0915959,0.32010645,0.15786096,0.006175399,-0.09995684,-0.038692176,-0.028110534,0.08067846,-0.33999878,-0.06302796,-0.330595,-0.3287732,0.1530968,0.12010045,0.2035235,-0.28421918,0.03995394,0.08585933,0.19191873,-0.023625787,0.08789331
P13569,-0.18971483,-0.024408601,-0.40306148,0.058231138,-0.1966679,0.34999445,-0.2696161,-0.56136227,0.145129,-0.053990185,0.051054332,0.27968454,-0.15565857,-0.28894398,0.12595892,-0.40965238,-0.029770002,0.30382782,0.40652877,0.20528372,0.039151438,-0.07582659,0.13487019,0.26246,0.26552558,0.30614302,0.023253083,0.3078491,-0.15024775,-0.13718666,0.04613367,0.1428905
P76015,-0.09731157,-0.023897365,0.023461632,-0.05883961,-0.50762814,0.26659885,-0.352918,-0.24627492,-0.050963435,0.32783017,0.14629982,-0.11351977,-0.03791353,-0.050771795,0.15263194,0.006653458,-0.09272006,0.08768715,0.2846073,-0.448218,0.075930625,-0.18120982,-0.3668648,-0.053844094,0.13323323,0.059123904,-0.21855202,0.42855856,0.3054968,0.218776,-0.38017106,-0.07023615
A5JQI1,0.048750922,0.0049667805,-0.1861845,0.053614587,-0.456637,0.25098705,-0.44533867,-0.36604905,-0.1736325,0.18436229,0.41676137,-0.08490655,-0.33120486,-0.15298809,-0.05740299,-0.044288382,0.07437963,0.28571066,0.36551058,-0.19442958,-0.1651872,0.021412104,-0.28634688,-0.1230223,0.4021948,0.17757875,-0.1760056,0.5876217,0.104342185,0.19873102,-0.39576742,-0.16379856
O15198,-0.23708099,0.027162343,0.10858058,0.11733515,-0.21088473,0.19810474,0.29519156,-0.07967013,0.4800574,0.29286182,0.19105792,-0.1768071,0.13239604,0.0082580745,-0.140724,0.314467,0.1791078,0.22707519,0.15902507,0.031473175,0.046099205,0.16801207,-0.11548418,-0.49673796,0.08860664,-0.20758569,0.20727491,0.0015441179,0.33774018,0.17446308,-0.16586281,-0.22884753
P0C7P0,-0.14490609,0.41141027,0.3300192,0.2818907,0.092309505,0.048548892,-0.060093097,-0.022086583,0.20383824,0.5815637,0.3938352,-0.2009398,0.07763705,-0.11801288,-0.18431243,0.17804423,0.05918677,0.014011107,0.24290404,-0.44894832,0.19219391,0.22216831,-0.035726044,-0.24632879,0.15421571,-0.49755755,0.0051204264,0.06509067,0.46126735,-0.13729595,-0.17680266,0.11693545
