accession_code,ESM_32_dim_0,ESM_32_dim_1,ESM_32_dim_2,ESM_32_dim_3,ESM_32_dim_4,ESM_32_dim_5,ESM_32_dim_6,ESM_32_dim_7,ESM_32_dim_8,ESM_32_dim_9,ESM_32_dim_10,ESM_32_dim_11,ESM_32_dim_12,ESM_32_dim_13,ESM_32_dim_14,ESM_32_dim_15,ESM_32_dim_16,ESM_32_dim_17,ESM_32_dim_18,ESM_32_dim_19,ESM_32_dim_20,ESM_32_dim_21,ESM_32_dim_22,ESM_32_dim_23,ESM_32_dim_24,ESM_32_dim_25,ESM_32_dim_26,ESM_32_dim_27,ESM_32_dim_28,ESM_32_dim_29,ESM_32_dim_30,ESM_32_dim_31
P19414,0.72336966,-0.25668395,-0.013493877,-0.0044764634,0.033435114,0.16481276,0.048998088,0.040478487,-0.019327536,-0.26195043,-0.19984403,0.09061451,-0.05698134,-0.081725106,0.16658211,0.35251904,0.07130237,0.4334943,-0.035731904,0.22403964,-0.21370694,0.0055653155,-0.53818476,0.07241697,0.004927486,0.065564275,-0.07492088,0.3512916,-0.112148196,0.6409082,0.21706355,0.27560335
P15822,0.61107624,-0.13542368,0.36660835,0.72411025,0.014294542,0.3596826,0.1611753,-0.08313729,-0.21242467,0.2540017,0.12834406,0.10870858,0.26852798,0.31359702,-0.0925742,0.19076967,-0.045804527,-0.32394975,-0.36533436,-0.18471506,-0.22310211,-0.17557128,-0.26249108,-0.2383286,-0.012020722,0.09008357,0.42552578,-0.11019921,-0.29521078,0.037166342,0.18857874,0.23531465
P0C0V0,-0.4549995,-0.91958225,0.3439283,-0.5006386,-0.12303182,0.13808288,-0.064430006,0.20336406,0.19741388,0.10368222,-0.012211077,0.18470657,0.2657103,0.0107852295,0.44020554,0.31952614,0.22351697,-0.26033238,0.3650878,0.055584647,-0.33210075,0.3601963,-0.05156191,-0.24865912,0.085204765,-0.4243246,-0.120958015,-0.2873547,0.17460205,-0.44495094,0.04163441,-0.19075799
P32527,0.35105556,-0.35233277,0.04702736,-0.2247329,0.2242029,0.17100888,0.09966917,0.08001186,-0.011845112,-0.13894379,0.15337887,-0.22500715,0.4554947,0.029378988,-0.1833398,0.45176095,0.020199437,-0.15553433,0.2589664,-0.31732145,0.033652365,0.19896957,-0.08859729,0.19162484,-0.13796169,-0.11187644,-0.3503345,0.05215706,0.21150674,0.38103276,-0.1546771,0.04148911
P40763,0.80296034,-0.20095448,0.049515303,0.0061020795,-0.015801728,-0.057482854,-0.042903036,-0.21947666,0.05951254,0.25686374,-0.17207584,-0.17714253,0.030534089,0.030742787,-0.14006802,0.12119758,0.010740925,0.15146199,-0.47734997,-0.19860262,-0.11073506,-0.20852962,-0.17818238,0.24536978,-0.019017443,0.09943953,-0.10753248,0.15241891,-0.08346691,-0.06385438,-0.07155296,0.1575505
O96033,-0.09156819,0.28750288,-0.20216848,0.09759866,-0.28093418,0.032328717,-0.22903626,0.25432953,0.050316975,0.36499825,-0.30527687,0.23339133,-0.18554755,-0.30704102,0.408461,-0.36885834,-0.28973413,-0.34797516,-0.05123002,0.3437556,0.3822316,0.22143066,-0.21121018,-0.07163305,-0.08916786,0.11568926,-0.12159937,0.15253958,-0.14475793,-0.25907397,-0.39810902,-0.010859311
A1B198,0.23597758,0.00090941787,-0.32070675,0.05307862,-0.26353574,-0.14941104,-0.09769997,-0.08771069,0.13379462,-0.12744914,-0.22544324,0.07186262,-0.2568214,-0.056510985,0.6997783,-0.1754673,-0.23511511,-0.016579803,-0.32877097,0.43054932,-0.05526779,0.17100993,-0.14037794,0.17948955,0.004421629,0.12086505,-0.15066642,0.019663244,0.028728858,0.42469543,-0.35319334,0.23060451
D5GCF2,0.4367029,0.107146144,-0.022178553,0.27453753,0.15963683,0.03358563,0.09742953,0.12000707,-0.0015065223,-0.16019505,0.13598597,0.029501587,0.48938912,0.28384954,0.08601455,0.17897753,-0.22911996,-0.37488252,0.037814565,-0.4217792,-0.043471396,-0.091610834,-0.26287308,0.075599946,-0.034607634,0.023093019,0.08605522,0.4133832,-0.022467896,0.016810283,-0.031673938,-0.003051445
P04156,-0.11010837,0.65404826,0.32597053,0.04536674,0.08598428,-0.5558865,-0.14188415,0.25060886,0.19205736,-0.27027327,0.35348994,0.14061555,-0.15140958,-0.023264498,0.19554062,-0.3254041,0.026946325,0.14826246,-0.20454684,-0.32896087,-0.5020774,-0.4447768,0.45088476,-0.31337762,-0.08070809,0.019478153,0.42552632,0.21947265,-0.23489386,-0.1287813,0.10562146,-0.09509563
P32790,0.2743942,-0.33040243,0.19992019,-0.08878214,0.12280429,0.11210678,0.007355556,0.05987155,0.00543426,0.2710174,-0.0009499863,0.29282358,0.4750958,0.41191396,-0.16987106,0.41432637,-0.061363336,-0.16183823,0.13763973,-0.16037145,0.07596184,0.08355577,0.061795074,-0.26207027,-0.20205319,-0.080626965,0.049509138,0.22111243,-0.20693894,-0.10543357,-0.19280118,-0.030008495
P01317,0.04729213,0.8220934,-0.47794306,0.5387103,0.045509763,0.020066202,-0.17267866,0.018984418,-0.5012255,0.26386213,0.31174186,-0.14339676,-0.6055873,0.16364004,0.0625825,-0.53762335,-0.27424338,0.20760554,-0.25128552,-0.44257239,-0.08029592,-0.2670824,0.26909965,0.41310653,-0.16638532,-0.088686325,-0.044196412,0.1881873,-0.012784466,-0.07829277,0.43463227,0.5967714
P16435,0.68215925,-0.2017362,-0.22302914,-0.07140325,-0.020651378,0.0022883266,0.034799576,0.017597053,0.10355912,-0.0051453114,0.07392677,-0.21502876,0.08053906,0.24227217,-0.064862944,0.3301359,-0.09789577,0.011077117,-0.07939466,0.08411115,0.100349054,-0.095956,-0.41224974,0.11266051,0.027024187,0.054971736,-0.05241856,0.33686215,0.18897153,0.16377549,-0.014358416,0.20804484
O13877,-0.034104303,1.1935235,-0.17345211,0.12345185,-0.23706111,-0.21059254,-0.31053698,0.24462421,0.015257254,0.40129957,-0.07376192,0.1469149,-0.3612144,-0.57888514,-0.31916752,-0.2650228,-0.10421332,-0.13874875,-0.33801425,0.24864438,0.27757192,-0.32700437,-0.19083549,0.017862199,-0.23673433,0.29560846,0.15588802,0.071895435,-0.39718914,0.09844442,-0.2678288,-0.10763523
Q9BYF1,0.38750756,-0.22888331,0.039609883,-0.3004954,0.21283805,-0.28113452,0.013005868,0.009081047,0.2532459,-0.029715866,0.05153518,-0.3775393,0.03252335,0.1588836,-0.051801182,0.401834,0.08177839,0.053079728,-0.5526016,-0.24477795,-0.07020935,-0.117445126,-0.30185026,0.2435429,0.19471784,0.1674783,0.07148367,0.23488605,0.13395666,0.07682298,0.045596913,0.13894607
P52987,0.057137385,-0.087211534,0.045304697,0.024826648,0.18721843,0.00035316497,-0.045844503,0.24234243,-0.012610242,-0.21831733,-0.27421868,0.0027947426,0.12252392,-0.50252193,0.28129897,-0.06969863,-0.101898745,0.092393845,0.037559427,0.18596324,-0.14429027,0.23690075,-0.4912516,0.08272903,0.11338301,0.31763014,-0.03402102,0.34501773,-0.09059808,0.39155072,0.17596723,0.11007045
P03971,0.5532881,-0.36214703,-0.7998445,0.20833872,-0.4943222,0.0059701055,-0.2803945,-0.032526877,-0.013899244,-0.42252573,0.12141578,-0.28800753,-0.41434753,0.5821663,0.6292113,0.2016972,-0.032405514,-0.19225024,-0.478155,0.08737754,0.0780433,-0.012621298,0.29531103,0.27651334,0.15740794,0.051315743,-0.2075422,0.429707,0.39413476,0.064153686,0.01355125,0.3966292
Q8G5B7,0.1532249,-0.10592301,-0.19238146,0.037839957,-0.06554156,-0.05852963,-0.116564825,0.12910427,0.09286128,0.1649909,-0.3432463,0.0630348,0.18368223,-0.02083999,0.09352241,0.030769818,-0.30412006,-0.0013314895,0.12712741,0.33041447,0.19548108,0.21467054,-0.27529192,-0.029008234,-0.08100119,0.1095362,-0.034912735,0.5193863,-0.23166893,0.02649875,-0.31304902,-0.0012305826
P68767,0.8037241,-0.21581154,-0.15830812,0.080081284,-0.27503955,0.02039034,0.012748234,-0.15191029,0.060855433,-0.13797283,-0.16108283,0.03860055,-0.22985606,0.0049624443,0.34578475,0.21747778,0.027048934,0.35194194,-0.11724367,0.4419084,-0.21844123,-0.049356967,-0.4288781,0.09491915,-0.072054684,0.009661708,-0.02561158,0.33098432,-0.041216277,0.5531639,0.013738841,0.22100629
O15393,-0.07639466,-0.35189396,0.25021064,-0.4755921,0.24191743,-0.10514325,-0.10914302,0.16965066,0.36979353,0.43904695,-0.05464641,0.23237023,-0.13834052,0.38508892,0.4853824,0.193,0.118453115,0.17619467,-0.24409425,-0.2955378,-0.12338856,0.008939818,0.02594687,-0.2237881,-0.07479814,-0.46838892,0.060770094,-0.07030597,-0.020492956,-0.5438677,0.10353739,0.13671027
C5M3T7,0.30090868,-0.11890952,0.08565928,-0.026439073,0.05887998,0.0027446225,-0.09018323,0.27321556,-0.024429217,-0.2665205,-0.16531864,-0.065535545,0.08077332,-0.46339744,0.008634381,0.08173105,0.011151627,0.17604712,0.25656477,0.12360177,-0.17110427,0.13712007,-0.42302477,0.14288305,-0.09727973,0.079028875,-0.06936371,0.38281086,-0.054478556,0.3725555,0.11988463,-0.050745994
P19544,0.42251426,0.08637522,0.18594576,0.48410356,0.049262173,0.0032979995,0.05353917,-0.26057795,-0.17545511,0.055585563,0.33804104,0.11258552,-0.32735425,0.39439315,0.45020434,-0.31483686,-0.18369266,-0.23858985,-0.4667756,-0.34202406,-0.23435743,-0.10070743,0.2447917,-0.35565075,-0.02701594,0.24668905,0.32538098,0.13799582,-0.3301553,-0.31667876,0.07697934,0.16858326
P19971,0.64621574,-0.60473424,-0.526174,0.19099607,-0.31730565,0.20613483,-0.048673928,-0.21200794,0.07655653,-0.303853,-0.08593015,-0.21428072,-0.24902298,0.16753352,0.6852663,0.065066196,-0.17453036,-0.03190014,-0.2897081,0.13894996,-0.08055377,0.103025496,0.033824604,0.34399456,0.100971594,0.08990657,-0.5044083,0.44227648,0.20489539,0.34430808,-0.10758728,0.29032797
P01563,-0.118423805,0.7176579,-0.19991092,0.20808113,0.039133094,-0.26891997,-0.017795376,0.18649323,-0.13844167,0.49611774,-0.0019393936,-0.2796634,-0.16279341,-0.48541743,-0.3722948,-0.56516147,-0.033773515,0.046330336,-0.37559053,-0.23120558,-0.16957276,-0.33896133,-0.12730968,0.32629523,-0.023601785,0.07287273,0.1609422,-0.023056433,-0.1335598,-0.025909662,0.06618375,0.4435327
O75563,0.05706568,-0.0013807416,0.17025553,0.08299071,0.18012989,-0.0014593974,-0.04054107,0.0993689,0.041439787,0.4415309,-0.093430884,-0.027567491,0.25565863,0.14083602,-0.1687378,0.12805736,-0.1857262,-0.16953103,-0.078109235,-0.051221706,0.20484345,0.19656569,-0.0061955554,-0.19275157,-0.16329533,0.059391793,0.16803274,0.16748032,-0.20911409,-0.063360244,-0.22942007,-0.0124358535
P0AAI4,0.06888847,-0.49550086,-0.058821414,-0.46479103,-0.036913875,-0.12997176,0.050667614,-0.16409214,0.22555785,0.05628389,0.0637738,0.017151222,0.28390837,0.16760957,0.45140424,0.37131715,-0.003761325,-0.16323897,0.2704588,0.06379887,-0.10927598,0.2717437,-0.30777317,-0.05651775,0.05179269,-0.19895162,-0.22678477,0.16544116,0.20563404,0.11456871,-0.24211252,0.0017858446
O75112,0.30725408,-0.51454115,0.13686712,0.43197045,-0.059376054,0.15475386,0.09257601,0.16617768,0.10945289,-0.50191224,0.4256229,-0.0038138777,0.25556356,0.4893068,0.6166148,0.24862574,0.057979967,-0.5508242,-0.029429965,-0.4982203,-0.42378175,-0.13432673,0.1260613,-0.288361,0.22629577,-0.07032615,0.18238667,0.31728968,-0.0716336,-0.32134068,0.10150484,-0.047359154
O15054,0.33647972,0.07785826,-0.30646,0.8620912,-0.20776069,0.20443004,-0.117250055,-0.3710948,-0.61954486,-0.0193903,0.42217216,-0.2672632,-0.5716799,0.93981606,0.3982642,-0.044195607,-0.34909868,0.021819714,-0.3879287,-0.4127812,-0.22861469,-0.00093638897,0.28082064,0.19943514,0.12792273,0.20371822,0.21641952,0.2027508,-0.029851034,-0.202406,0.39831108,0.68476665
P15291,0.19686706,0.06934972,-0.27151725,0.08023232,0.043765746,-0.18182161,0.06467536,0.10922697,0.08288409,0.06863651,0.213579,-0.30496997,-0.21924506,0.19155332,0.35440475,-0.25668252,-0.19146043,-0.18703155,-0.47608128,-0.19846919,-0.052562743,-0.13152318,-0.09226583,0.20866829,0.019598864,0.06135462,0.16924575,0.20917651,0.2733878,-0.14562513,0.1417971,0.3676501
P0DP23,-0.68685764,0.21546341,0.27714977,-0.21185368,0.07923467,-0.34981745,-0.1407407,0.06268419,0.013457984,0.15952447,-0.36022815,-0.001443252,0.59894645,-0.42782748,-0.13729018,-0.04467547,0.019998867,-0.4331264,0.118745275,0.1315239,-0.19631381,0.31595832,0.63649607,-0.17348213,0.10555062,0.635464,-0.32499942,0.36262962,-0.092448875,-0.02885051,-0.4139859,-0.49772656
P17931,0.063513055,0.36355692,0.20152612,0.07917947,0.08170568,-0.2708203,-0.17367649,0.40822345,0.09863344,-0.2097578,0.077330574,0.37541234,-0.15538357,-0.32437056,0.36715826,-0.4919504,-0.021142434,-0.11673319,-0.3462309,-0.24000981,-0.29701835,-0.27029675,0.46182427,-0.44597435,-0.057274938,0.16989245,0.11395705,0.44816732,-0.40942395,-0.1955073,0.0010165572,0.100822106
P00390,-0.07239407,-0.49253643,-0.06810634,-0.44018972,0.21482271,0.16539967,0.019565098,-0.04621361,-0.10407828,0.19206294,0.22520366,0.026221812,-0.12946321,0.20549758,0.50882894,0.17869288,-0.16265671,-0.13650447,0.046584792,0.12906224,0.08883573,0.42730874,-0.2866518,-0.18154746,0.07255812,0.18265359,-0.1363042,-0.16097316,0.2374733,0.021640882,0.24663568,0.32092035
Q9UTI7,0.7517608,-0.18392654,-0.26656067,0.06929345,-0.0784027,0.11922308,0.032384723,0.059842754,0.1460992,-0.09162912,0.084382795,-0.18159565,-0.0070017055,0.25197786,0.04622879,0.31105602,-0.15022364,0.035564575,-0.20568717,0.051595904,0.14275105,-0.1499142,-0.49422598,0.08885665,0.052383088,0.061532605,0.039141566,0.10138996,-0.022095546,0.21922486,-0.14023072,0.33027148
P23202,0.1695906,-0.03369458,0.034378532,-0.24557625,0.089581884,-0.23456588,0.021813855,0.25878313,0.37753373,-0.04290521,0.21428612,-0.18637416,0.07031028,-0.12141582,0.039072715,-0.04935859,-0.08212854,-0.18754046,-0.016179845,-0.19892025,0.01673229,-0.14179169,-0.25208277,0.06268227,-0.07636434,-0.05896104,0.08611667,-0.032079093,0.033704817,-0.14610343,-0.2717058,-0.16038007
C5M5Z6,-0.09946047,0.34117097,0.14885415,-0.12222845,-0.2547327,-0.12004498,-0.25932252,0.58486134,0.08705361,0.07700765,0.15576449,0.005719602,-0.035648122,-0.3572709,-0.34254643,-0.095964536,0.08050525,-0.26398614,0.05712632,0.086069144,0.383914,-0.04688087,-0.5862905,-0.18216522,-0.024028659,0.12787034,0.68451905,-0.23461251,0.0678239,-0.3354239,0.024439082,-0.16533779
O00399,-0.34624565,0.34939277,0.140479,-0.08427002,-0.26048765,-0.17277542,-0.13667469,0.34210616,0.08266486,0.32397,-0.18358687,0.26014063,-0.121778086,-0.34720632,0.26982862,-0.31395507,-0.15580836,-0.51680267,-0.17592081,0.5524919,0.011189073,0.1433742,-0.08547157,-0.35000923,-0.09980288,0.24574113,0.23801449,0.025035948,-0.12627926,-0.31682596,-0.21062979,-0.25022843
P06367,0.4387737,0.49017233,-0.25267678,0.2311555,-0.09787272,0.019053534,-0.25094855,0.19880407,-0.1569098,-0.010508865,-0.2072308,0.51919544,-0.05983363,-0.2524404,0.39833596,0.119232565,0.042513866,-0.3248187,-0.01905837,-0.08816273,-0.17000647,-0.049657628,-0.2298725,0.34217486,-0.3057104,-0.40102613,-0.4660547,0.5635196,-0.03332956,0.4250018,0.024308741,0.057032734
O54288,-0.21632144,0.21657118,0.36143947,-0.21278131,0.031911097,-0.24397454,-0.100894086,0.024117228,0.0116530955,0.20366421,0.14970407,-0.09506011,-0.26022476,-0.10711554,0.21469805,0.11520687,0.024992023,0.0620817,0.2954066,0.29902977,-0.06106396,0.4122392,-0.5808991,-0.036118753,-0.08927207,-0.02038411,0.3917303,-0.37943146,0.31864685,0.20213215,0.12793784,-0.12113928
P09608,0.37648004,-0.31178665,-0.114595845,-0.10196541,-0.30565932,-0.04861717,0.0033098608,-0.0058981143,-0.021587923,0.055771276,0.0769264,-0.09155464,-0.30833268,0.08895326,0.30332422,0.2353137,0.1698884,0.16932824,0.022556044,0.37491563,-0.062591925,0.12993774,-0.68061614,-0.050094612,0.08865149,-0.11007662,0.27843523,-0.3759635,-0.005542353,0.25718415,-0.073525116,0.33863056
P0A912,-0.62728626,-0.08979279,0.36508465,-0.40316555,-0.1720491,-0.28264338,-0.15638298,0.2797928,0.39945793,0.14889643,-0.04523153,0.09431225,0.082578525,-0.70530826,0.13742137,-0.30935842,0.26683784,-0.5664362,0.026775144,0.077422686,-0.30912006,0.06547415,0.14464685,-0.10700302,0.039139226,-0.059445374,-0.06775622,-0.31524062,0.16710858,-0.3736298,-0.26258993,-0.626111
P62829,0.42805272,0.52350384,-0.17475113,0.20706761,-0.20033574,-0.03430909,-0.29972553,0.19795091,-0.28046888,0.13347697,-0.16496968,0.47617504,-0.26351833,-0.31553775,0.24826178,0.11724715,0.036578592,-0.30323938,-0.19463134,0.16510323,-0.16643715,-0.05447714,-0.19800813,0.21028976,-0.357621,-0.26282188,-0.2987532,0.41030455,-0.19594477,0.38757086,0.037065357,0.08872013
A0A075TRK9,0.32989925,-0.35680228,-0.32482132,-0.32282394,0.13570791,-0.07007378,0.07398182,0.087463126,0.25254345,-0.23685664,0.06215871,-0.078640014,-0.06385484,0.14903648,0.48065123,0.1417169,-0.09655364,-0.06731403,-0.33889073,-0.10517078,0.018882118,0.004737377,-0.3726208,0.17374319,0.22618815,0.10705209,-0.16494283,0.22005123,0.1738102,0.15495466,-0.023253888,0.31937534
B2UP57,-0.16315481,-0.44960523,-0.12311114,-0.55971146,-0.11716941,-0.11128475,-0.1514472,-0.029404722,-0.11124333,-0.089443445,0.013217248,-0.09221324,-0.45655423,0.39802653,0.51156825,0.48211443,-0.10228734,-0.1474604,-0.44934216,0.060164206,-0.0030579567,0.5455662,-0.23812631,0.23275171,0.22278091,0.18751797,-0.03140275,-0.30192494,0.04690957,0.0019102395,-0.16152793,0.26254493
P0AE85,-0.19078757,0.2746606,0.024173062,-0.116024666,-0.12150508,-0.44391802,-0.21008734,0.2851507,0.47006327,-0.32397062,-0.020540021,0.010574132,0.21183111,-0.65794057,0.25150222,-0.1744114,0.1965085,-0.64256465,-0.21366705,-0.122631185,-0.45846945,-0.29975468,0.1642005,0.18900888,0.19900215,0.10050088,-0.31902358,0.18007135,0.17536639,-0.042457633,-0.28155127,-0.47311288
P63085,-0.26379746,-0.08137216,0.07374944,-0.46107367,0.33751625,0.12001972,-0.038525946,0.008576449,0.16473536,0.7226,0.30027503,-0.0037611127,-0.4172284,0.26601917,0.13974467,-0.068334654,-0.5064711,0.18989126,0.207953,0.006431766,0.22830187,0.17264399,0.039787214,-0.1298195,-0.33042628,0.09076527,0.0090414435,-0.24210735,-0.28332984,-0.523985,-0.104943275,-0.25267538
P06850,0.10774146,0.43217468,-0.24783151,0.45671746,-0.083780125,-0.44372627,-0.030656643,-0.19341889,-0.2923665,0.073356986,0.3292548,-0.39358994,-0.29828876,0.18819782,0.2102167,-0.41028112,-0.09061018,-0.25604266,-0.073135115,-0.44110814,-0.59265196,-0.18982786,0.23222958,0.4861824,0.03553869,0.020891491,-0.026145518,0.5695253,0.23793028,-0.33085883,0.24323687,0.12391184
Q9D1M4,0.46253473,0.46794802,-0.1753484,0.14280222,-0.05816879,-0.096764505,-0.19309248,0.14310722,-0.23658986,0.08339462,-0.15287209,-0.124492496,-0.21299107,-0.20598477,-0.21991384,-0.16691895,-0.25120723,0.10621998,-0.29388556,-0.31065977,-0.0031602383,-0.11461343,-0.38564986,0.5311319,-0.14514118,0.20679629,0.06332058,0.06071046,-0.29027045,-0.06015642,-0.11824775,0.26795125
P01031,0.2796952,-0.46532154,0.08191185,-0.13845278,-0.4025174,-0.009211086,-0.16694517,0.3433058,-0.053663775,0.0136785805,-0.19822475,0.24434426,0.3150463,0.2021941,-0.26891756,0.37872034,0.10207485,-0.08943826,-0.07937541,0.19987902,-0.034914218,-0.036427617,-0.34139678,-0.25278676,0.12503758,0.08242205,0.46177113,0.47615212,-0.12468585,-0.3483411,0.11035152,0.116153136
O35235,0.23676051,0.26209557,-0.11699602,0.24304484,-0.0499144,-0.2548413,-0.022490978,0.24897693,-0.10530361,0.16647336,-0.19976723,-0.052259892,0.060399853,-0.0069764704,0.084901966,-0.17921652,-0.054018546,-0.12389773,-0.62694585,-0.1664012,-0.087786585,-0.14804678,-0.07528211,0.1257436,0.034957908,-0.03470639,0.21747243,0.40420735,-0.112829484,-0.06307088,0.054001093,0.44304967
Q06406,0.014500529,0.77120394,-0.012089983,0.17776647,-0.3172088,-0.1382229,-0.24287134,0.6051992,0.09201859,0.33665195,-0.13466448,0.28180858,-0.0148757845,-0.6683185,-0.11599056,-0.24899592,0.18752405,-0.42767772,0.043292187,0.0998259,0.2488506,-0.25882074,-0.3883095,-0.105257824,-0.1886633,-0.16158672,0.21736348,0.13168949,-0.17241237,-0.26114786,-0.13233075,-0.22077079
O53580,0.09375267,-0.47942382,-0.4402456,-0.5047539,-0.1148421,0.15733641,-0.029004425,-0.12723546,0.095078185,0.11547448,0.19008557,0.09925185,-0.34877336,0.37034518,0.67845005,0.0567519,-0.29388568,-0.10089363,0.039934464,0.11581544,0.37023985,0.36378127,-0.3415414,-0.038898177,0.0324717,-0.08772656,-0.17364043,-0.34078708,0.06573522,-0.18394832,-0.26919758,0.1473041
P06243,0.30076247,-0.20772417,-0.008849289,-0.33854544,0.250615,0.15636915,-0.037472337,-0.045305837,0.052617237,0.4202551,0.2136051,0.052693546,-0.097775266,0.43454045,-0.22548202,0.3282321,-0.28878278,0.18395144,0.057153843,-0.069849364,0.31962752,0.04347545,-0.32719615,-0.06385812,-0.21247849,0.15668622,0.2174527,-0.15479058,-0.291307,-0.26067674,-0.059453502,-0.06985148
P28741,-0.17290562,-0.24459215,0.34000304,-0.4166956,0.37542325,0.06877233,0.115845755,-0.29058278,0.1633061,0.8573742,0.094133936,0.12391594,0.1602697,0.4491984,0.18855217,0.42153805,-0.08567694,0.0007991828,0.38587636,-0.1115024,0.013355479,0.36006206,-0.1347648,0.003272133,-0.21404922,-0.2543313,-0.1308305,-0.21974297,0.17835088,-0.22342588,-0.087763816,-0.21109432
O43704,-0.35006997,0.22034334,0.19086818,-0.12919722,-0.008254133,-0.29462346,-0.026453122,0.32685676,0.075272635,0.19250745,0.12727064,-0.28579715,-0.22647522,-0.23896986,-0.028605066,-0.03832011,-0.12609106,-0.47058913,-0.3136106,0.23515481,-0.065024585,0.1875247,-0.26477742,0.073225096,0.042655036,0.29228917,0.32722652,-0.3880694,-0.040738195,-0.1135949,-0.23114902,-0.08301188
O88470,0.44686836,0.09251919,0.10288094,0.44197422,0.1700595,0.0109209865,0.031838372,-0.11435263,-0.2300408,-0.27223498,0.37652078,-0.02282314,-0.43315202,0.060871527,0.5225852,-0.41834468,-0.26235253,-0.13798049,-0.3463587,-0.42185327,-0.4521613,-0.06019129,0.4897806,-0.10159103,-0.16979945,0.23931435,-0.08197807,0.41675365,-0.25926962,0.068215236,0.13886896,0.21363287
P03452,0.7310802,-0.021625772,0.11255285,-0.16625299,0.09131027,-0.17802122,-0.0782453,0.1146432,0.18359353,-0.04311213,-0.08061025,-0.021805316,0.005384013,0.08902436,-0.17909709,0.3372311,0.20183331,0.4383893,-0.5098575,-0.11768644,-0.07583821,-0.30519453,-0.21703611,-0.0008224938,-0.067985594,-0.14069863,0.16844535,0.06898725,-0.08148807,0.336717,0.080558896,0.3624705
O13289,0.67200327,-0.3611614,-0.12159221,-0.14098088,-0.0058871284,0.11269163,0.0071545243,0.1842802,-0.034169838,-0.359157,-0.14737713,-0.09229374,0.026994705,0.05708091,-0.049826942,0.44963956,-0.1358172,0.021310043,-0.41682518,-0.07808026,0.06843664,0.029503703,-0.2784394,0.16960664,0.06736705,0.23802918,-0.16072577,0.45745182,-0.36192358,0.22516145,-0.18895397,0.18439771
P51881,-0.7567554,0.19031055,0.26762345,-0.90750057,0.373432,0.08832176,0.37457484,-0.23462585,-0.28232116,-0.14047065,0.07743653,0.37344974,0.099985674,-0.37130126,0.090015575,-0.42312133,-0.75054955,0.064994946,-0.32806328,0.47398472,-0.09850104,0.0015888959,-0.448813,-0.15127762,0.30371454,0.33939207,-0.7112701,0.015106007,-0.1968809,-0.46019047,0.43072772,-0.2503123
A0A3Q8IFX2,0.6820997,0.19497748,-0.15869513,0.08236172,-0.036239535,-0.05955544,-0.08425219,0.11080961,-0.02525182,-0.14862503,-0.12789276,0.057559833,-0.21856703,-0.19711953,0.1956774,-0.1296186,-0.1866906,0.15755075,-0.32186863,0.0003957823,-0.13797992,-0.14344361,-0.18943563,0.29595608,-0.23424503,0.07444982,-0.12767437,0.27803096,-0.123604044,0.35424918,-0.058278903,0.24674563
P0AG86,0.031296507,0.39747137,-0.148124,0.19773598,-0.100725256,-0.104423255,-0.17751068,0.27016205,0.14246325,-0.02577269,-0.32874253,0.06133601,0.027698651,-0.647815,0.10070954,-0.32979053,-0.21127316,-0.2978961,-0.33029324,0.22139418,0.013232663,-0.1355497,-0.013834867,-0.0019188169,-0.010897964,0.56911474,-0.15441261,0.40492064,-0.4741323,0.090190575,-0.3714463,-0.17651437
P34896,0.30584425,-0.30828637,-0.14821133,-0.18036605,-0.11095275,-0.08888921,-0.014624134,-0.045658983,-0.045190647,-0.04997003,0.076056026,-0.15818164,-0.3377654,0.12982987,0.34045854,0.22783828,0.0027143173,0.011325132,-0.27482006,0.32466543,-0.052078366,0.22659335,-0.39804775,0.0060206037,0.10977299,0.24050924,0.108345896,-0.059567958,0.097008094,0.3444084,-0.008473963,0.38958514
Q9Y7F0,-0.33744013,0.10139244,0.16007045,-0.12838136,-0.004919432,-0.12637597,-0.21759696,0.6495219,-0.015697792,-0.049876004,-0.09370432,-0.08116332,0.074588925,-0.3881847,0.044955947,0.016152948,0.036658805,-0.67454696,-0.24313289,0.07208953,0.1495456,0.32163706,-0.06128623,-0.15170887,0.11170613,0.17343877,0.05013837,0.33936337,0.19676964,-0.1892562,0.027774498,0.0012838095
P01556,-0.25365302,0.6448383,0.031211529,0.13918468,-0.16833696,-0.15071374,-0.295008,0.6376824,0.1897087,0.10484943,-0.08443729,0.09267822,-0.037361547,-1.0933335,-0.047310345,-0.31720322,0.22015226,-0.41661242,-0.30017638,0.1542744,-0.12793548,-0.3858135,-0.121541895,-0.16437806,0.0011945367,0.18845898,0.025539428,0.2467399,-0.2616075,0.09758453,0.05063355,-0.09833565
O76927,0.14897393,0.9964396,-0.24315892,0.25313735,-0.038109213,-0.09045148,-0.22654514,0.31879386,0.059850976,0.2201047,-0.24789268,0.3105706,-0.07852246,-0.55758625,-0.04983694,-0.22804464,-0.017358448,-0.14382482,-0.22793126,0.1004219,0.32354665,-0.27584785,-0.31176782,0.05520384,-0.20485789,0.06892493,-0.096655324,0.25324792,-0.2698992,0.32927436,-0.18650594,0.037648514
