accession_code,ESM_64_dim_0,ESM_64_dim_1,ESM_64_dim_2,ESM_64_dim_3,ESM_64_dim_4,ESM_64_dim_5,ESM_64_dim_6,ESM_64_dim_7,ESM_64_dim_8,ESM_64_dim_9,ESM_64_dim_10,ESM_64_dim_11,ESM_64_dim_12,ESM_64_dim_13,ESM_64_dim_14,ESM_64_dim_15,ESM_64_dim_16,ESM_64_dim_17,ESM_64_dim_18,ESM_64_dim_19,ESM_64_dim_20,ESM_64_dim_21,ESM_64_dim_22,ESM_64_dim_23,ESM_64_dim_24,ESM_64_dim_25,ESM_64_dim_26,ESM_64_dim_27,ESM_64_dim_28,ESM_64_dim_29,ESM_64_dim_30,ESM_64_dim_31,ESM_64_dim_32,ESM_64_dim_33,ESM_64_dim_34,ESM_64_dim_35,ESM_64_dim_36,ESM_64_dim_37,ESM_64_dim_38,ESM_64_dim_39,ESM_64_dim_40,ESM_64_dim_41,ESM_64_dim_42,ESM_64_dim_43,ESM_64_dim_44,ESM_64_dim_45,ESM_64_dim_46,ESM_64_dim_47,ESM_64_dim_48,ESM_64_dim_49,ESM_64_dim_50,ESM_64_dim_51,ESM_64_dim_52,ESM_64_dim_53,ESM_64_dim_54,ESM_64_dim_55,ESM_64_dim_56,ESM_64_dim_57,ESM_64_dim_58,ESM_64_dim_59,ESM_64_dim_60,ESM_64_dim_61,ESM_64_dim_62,ESM_64_dim_63
Q9NP31,0.00040105358,-0.03660082,0.16236272,0.051050857,0.2294959,0.103993766,-0.0904917,-0.24000742,-0.06866312,-0.25848472,0.22914538,-0.13372959,-0.06527816,0.11754766,-0.010513559,-0.22898123,0.14643316,0.1308888,-0.31904083,0.036707617,-0.0818551,0.14471799,-0.08506013,-0.089103736,0.13383034,0.2765664,0.119643,0.08449129,-0.33931652,-0.19272462,0.01416957,0.12911907,0.1658354,0.0941762,0.20287515,0.031851225,0.10059041,-0.18334347,0.25655392,-0.039904818,0.05721326,0.2975842,-0.08042966,-0.11528528,0.015183333,-0.11237909,-0.0612771,0.014199451,0.14512,-0.20941679,0.12896429,-0.086103655,0.04725812,-0.12821111,0.031705786,-0.006329596,0.12455551,-0.312658,-0.13073102,-0.18885265,0.12465705,-0.09599566,0.1066459,-0.049136665
O60565,0.05094826,-0.010447886,-0.036249876,0.0964886,0.21744983,-0.18521538,0.11639422,-0.19694453,-0.12019959,-0.086240135,0.014491171,0.024231289,-0.068346865,-0.18271302,0.23636687,0.08946656,0.2107253,0.2795078,-0.34579265,-0.008461492,0.13721208,0.045134857,0.020816296,0.0027133822,0.15932333,0.23931953,0.32099134,0.15314463,-0.1844958,-0.1324718,0.04031045,-0.16366076,-0.08495268,0.009883117,-0.02099358,0.096151836,-0.28536355,0.10619479,0.17761111,-0.020014867,-0.03445828,0.3264309,-0.012002174,-0.16789399,-0.39098632,-0.2040252,0.33203024,0.29347515,0.20942868,0.29719526,0.06461835,-0.0328964,-0.17521875,-0.2328049,-0.14859918,0.09067285,0.06453037,0.1492388,-0.3474911,-0.2666068,0.45741487,-0.21605635,-0.11306113,0.060905788
P19835,-0.17669919,0.06543577,0.3492259,0.16856876,-0.027951028,0.075426,0.13091147,0.06790331,-0.1805523,-0.088181,-0.0008394122,-0.03562901,0.089862876,0.37725762,-0.28341103,0.049626555,-0.07448092,-0.13757968,0.11527148,0.073014475,-0.3598823,0.011707634,0.106958814,-0.04857412,0.21536693,0.016132392,0.054013595,0.038552348,0.4488911,-0.11349654,-0.10439598,0.30480617,-0.007586617,-0.41234934,0.06959518,0.066460274,0.09379804,0.19013274,0.20802787,0.1444183,-0.07422571,-0.23632541,-0.21294129,0.008751819,0.16112803,0.4374366,0.2054334,0.04995428,0.04258705,0.010323467,-0.19257648,-0.21441132,-0.051029492,-0.25179654,-0.052634973,-0.0033102557,0.115427256,0.13214529,0.2092133,0.04845295,-0.107237205,-0.07398274,0.061735492,0.21197888
P25858,-0.0061915293,0.15303703,-0.1524945,-0.11912223,0.11384855,-0.11254677,0.09774005,0.06654501,-0.100611225,0.0694482,-0.08377222,0.10646574,0.1437311,-0.01628301,-0.27586257,0.19781023,0.010254923,-0.32997584,-0.26737827,-0.23255329,-0.1573138,0.050027363,-0.054113768,-0.030228198,0.08045783,0.22447802,0.1532364,-0.03482221,0.24787417,-0.007379681,-0.15807498,0.13103946,0.21374536,-0.014742926,-0.05649836,-0.04303611,-0.022594873,-0.0018739048,-0.022456944,0.07920199,0.032332487,0.017779108,-0.047926284,-0.0028882138,0.05086177,-0.014313132,0.04727245,0.44942775,0.07829732,0.22824714,-0.22629963,-0.013895629,-0.0690714,-0.33318353,-0.046332005,-0.24457398,-0.096442044,-0.07674042,0.02532789,0.041184455,0.039167926,-0.048199955,-0.18525533,0.07752085
P0C7R1,0.19483586,0.13016362,-0.20762508,-0.041360684,0.059441876,-0.18982086,0.18145463,0.050547663,-0.09049994,0.19113174,-0.023179233,-0.019633004,0.20853259,-0.03844959,-0.030324712,0.33932868,0.08555605,0.14786349,-0.10755244,-0.117974676,0.11630876,0.032057337,0.0036421418,0.12891158,-0.021913126,0.030292206,0.50175893,0.15062132,-0.01748178,-0.009307317,0.025233911,-0.16589868,-0.039712872,-0.047614202,0.22088338,0.06506639,-0.18020852,0.21949188,0.02363497,0.014384933,-0.0156247765,0.3167925,0.066605754,0.033233993,-0.081990995,-0.2780675,0.030349564,0.33148417,0.14177065,-0.010416977,-0.12203225,0.008667624,-0.050029613,0.0078053474,0.009466704,0.026247352,0.0052313767,-0.0044731423,-0.31124914,-0.22741868,0.16461612,0.042624615,0.02365793,0.030161556
P08487,0.23390098,0.06509827,0.10365976,0.012865655,-0.10967973,0.24591014,0.1673585,0.004071083,-0.006421782,-0.2648643,0.144422,0.21570371,0.028965304,-0.050336916,0.16152163,-0.034170486,-0.17859675,0.16784415,-0.2984491,0.23432495,0.001522582,-0.111769125,-0.078769244,0.11164243,-0.11577548,0.11873423,-0.07873829,0.08026691,0.26620892,0.0021137074,0.075320736,-0.0005785227,-0.25778234,0.08094965,0.18132198,-0.1058846,-0.1423672,0.28051475,0.0015663654,-0.012079135,-0.055296965,0.059629913,0.014419533,0.08761996,-0.03649688,0.14037041,-0.3274628,-0.065572366,-0.047544334,-0.31728786,-0.15876403,0.10190268,0.20101602,0.15189424,-0.09157248,-0.09363484,0.06277485,-0.15966353,-0.13402827,-0.19577073,-0.1629779,0.0264506,0.16168754,-0.20917355
O35381,-0.1977498,-0.16483615,-0.15028322,-0.04544685,0.4173287,-0.26081124,0.45436817,0.2506267,-0.04694312,0.038350318,0.03876604,-0.1700619,-0.23073839,-0.007886853,0.38310134,0.03938609,0.11894234,-0.20484325,0.13818048,0.0377502,0.17614181,-0.39214924,-0.22236359,-0.07355805,0.11542331,-0.253792,-0.11071718,0.20950596,0.044439305,-0.034577005,-0.49990332,-0.15587722,0.062751874,0.048376903,-0.030469526,0.06318251,0.07972106,-0.42284358,0.22619401,0.023887575,0.15377948,-0.04232624,0.2744748,0.09113926,0.24840572,-0.14642078,0.3937282,0.09250734,-0.34466386,-0.026022846,-0.15086518,0.116330944,0.03166249,-0.084967196,-0.30287707,-0.39094666,-0.05468561,0.2108835,0.036924154,-0.17068444,0.07530129,-0.0054584965,-0.27671948,0.19252828
A0A2P1GIW3,-0.09235653,-0.025015399,0.123254575,-0.021752916,0.007151086,-0.09441642,-0.0812047,0.19897774,-0.18587768,0.036022484,-0.07770936,0.017628144,0.11493225,0.09078257,-0.046821192,0.16776471,-0.09866664,-0.20856693,0.06356022,-0.028623803,-0.046511088,-0.041409206,-0.010621488,0.034291483,0.14206405,0.055552125,0.13928251,0.07997515,0.22387746,-0.1649437,-0.18421668,-0.14018674,0.08154975,-0.06782419,0.015834305,0.10463955,-0.046468902,0.11170881,0.03445223,0.1054285,-0.13987835,-0.034184,0.08980385,0.13066272,0.2947971,0.10039927,0.21244285,0.19964755,0.11755129,-0.04860993,-0.20610726,-0.19599722,-0.0531433,-0.09201723,-0.142372,0.08563006,0.026824068,0.31108502,0.15978171,0.06312867,0.07444841,0.14224607,0.005987134,0.33805177
Q8DXT0,0.06741174,0.13260753,-0.10423676,-0.07044517,0.081100374,-0.05213051,0.27988613,0.13712093,0.26132852,-0.23707438,-0.13092166,0.14496504,-0.026765766,0.08110294,-0.19134222,0.3360812,0.26354408,-0.29015267,0.010922935,-0.16141169,-0.1202361,-0.042696964,0.11942262,-0.10858366,0.10156361,0.049073435,0.12058891,0.12213976,0.4870891,-0.05933405,-0.103128575,0.071738206,0.3294143,0.080093645,0.06268172,0.07946897,0.047778584,-0.13006096,-0.015750363,-0.050745368,0.3359967,-0.084018186,0.03565284,-0.25250232,0.10869256,-0.01832394,0.1315761,0.37800384,-0.1949241,0.08766885,-0.05751097,-0.075836495,-0.05345819,-0.2440125,-0.0037903544,-0.35754785,-0.21479264,-0.25559008,-0.21156372,0.14221218,-0.10350666,-0.07026647,0.029030707,-0.015850458
P60953,-0.1404089,-0.12782963,-0.09668286,-0.22294953,0.06710924,-0.24836822,0.044211343,-0.21978039,-0.058287907,0.085619666,0.04925795,-0.09914182,0.10696966,-0.13772902,0.06787052,-0.061581377,-0.19485451,0.17081559,-0.34125555,0.28528896,-0.008570682,-0.23012993,-0.12407527,0.068637155,-0.35766453,-0.06907411,-0.35397685,0.03624381,0.48338044,-0.14128539,-0.18879244,-0.21357806,-0.23216212,-0.07788208,-0.004775497,-0.19086878,-0.54014146,0.043712474,0.21707526,0.17573449,-0.07254018,-0.11482124,-0.15474436,0.11510669,-0.07637078,0.069313064,-0.1063158,-0.1007631,0.10599359,0.07636289,0.120828986,-0.054855853,-0.16634439,-0.3194476,-0.38033873,-0.2739102,-0.2861653,0.49460983,0.22608243,-0.08699994,0.19316067,-0.1481879,-0.039307676,0.0035031252
P06789,0.040583875,0.14198904,0.14556047,0.11128175,-0.055664305,0.0489018,0.23242941,-0.036113568,-0.22044766,-0.12672499,-0.13016383,0.035679918,-0.04192816,-0.030420482,-0.19836776,0.098183796,0.2092321,-0.041374046,-0.17361543,0.0949749,-0.09676342,0.044282533,-0.12282681,0.11692301,0.09360507,-0.02766326,0.28575754,0.10349197,-0.06101139,0.055837877,0.0071193054,0.03981626,0.03916534,-0.0015305355,0.25119993,-0.092428446,0.09144768,0.05323109,-0.23288985,-0.06557913,-0.0126534775,0.0072148107,0.25324225,0.0139181465,-0.17021601,-0.10798168,-0.2423814,0.2335132,0.15330878,-0.29764378,-0.5235653,0.28022158,0.3489037,-0.047028266,-0.031815074,-0.13038993,0.12065999,-0.3578969,-0.23460464,-0.13222456,-0.1971274,-0.17805657,-0.06882741,-0.07996255
P54575,0.071778625,-0.22930293,-0.12746252,-0.009435065,0.15774198,-0.116691425,-0.08465177,-0.060572255,-0.14772451,-0.1403321,-0.019587897,-0.049551684,-0.08085857,-0.11284686,-0.10686527,-0.26691157,-0.009426832,0.018732268,-0.27035242,0.14340256,-0.035223626,0.056207478,0.22174945,-0.20648286,-0.2514363,-0.31101573,-0.243349,-0.020665562,0.7146978,0.018976524,-0.027317509,-0.10750641,-0.14333874,0.21063533,-0.012317975,0.0510334,-0.08692171,0.06192194,-0.23673289,0.049973354,0.035078652,-0.18920572,0.30313542,-0.009088103,-0.072313115,0.60787857,-0.18743312,-0.23676732,-0.17961685,0.12332186,0.12071353,-0.14554879,-0.22382316,-0.2619593,-0.10047518,-0.4285261,-0.3499032,0.229467,-0.124625556,0.041276135,-0.19642253,0.22099659,-0.084239736,0.25964928
Q5FL51,-0.0016936883,0.18990259,-0.13084264,-0.1552786,0.054882757,-0.19455077,-0.10397549,-0.086518705,-0.028230585,0.07658714,-0.11079115,0.07838233,0.012861064,-0.0051970445,-0.2760105,0.0819675,-0.020170562,-0.34018195,-0.26227683,-0.065949395,-0.1609041,0.0890765,0.11878103,-0.08007312,0.14420149,0.1825643,0.18518923,-0.003688015,0.24178952,0.010510072,-0.071957745,0.011796098,0.3107162,0.053064674,-0.08809103,0.03775417,-0.1127767,0.07205154,-0.14727075,0.05359578,0.00036269426,-0.058012113,-0.02826537,0.0010382868,-0.032501973,0.03498113,0.020448186,0.3837898,0.13248041,0.22459239,-0.22970583,-0.012965202,-0.020662094,-0.36384574,-0.10613245,-0.1794756,-0.060530815,-0.06395955,5.1781535e-05,0.04749687,0.00873211,-0.06825413,-0.17397402,0.048598055
A0A0F2E7M6,-0.0036715195,0.19278607,-0.12992916,-0.1806446,0.122215495,-0.13030554,0.029053979,-0.06130121,-0.007695712,0.13607264,-0.12687713,0.14850701,0.031751174,0.008210275,-0.3107698,0.10373464,-0.07048343,-0.29702598,-0.14153388,-0.15386324,-0.22230224,0.06204035,0.07789262,-0.022052452,0.14957577,0.23242459,0.068272576,0.04374846,0.2948048,0.012837507,-0.17198727,0.056317315,0.3048835,-0.00036541373,-0.10935187,-0.06745499,-0.06654973,-0.0032668617,-0.07772805,0.077929735,0.052248992,-0.050099388,-0.044860166,-0.07246463,-0.048001,0.10042691,0.119327925,0.4030434,0.035072688,0.32219142,-0.21249488,-0.08463806,-0.06948246,-0.3805094,-0.019333009,-0.2337248,-0.13517454,-0.049928233,0.007797383,0.0984086,0.006048903,-0.018688433,-0.19050238,0.032754455
O97364,-0.040548354,0.016639255,-0.23854072,0.18471107,-0.36010492,-0.33887434,0.30345726,0.3633562,-0.14163661,-0.10819768,-0.012146354,-0.19069003,0.05776638,0.19914041,0.36522502,0.5582578,0.7660816,-0.28934005,-0.13105589,0.06902904,0.10153325,-0.08728512,-0.12329022,-0.1749836,0.006782688,-0.011153571,0.53906614,0.00610918,-0.012627365,0.26770183,-0.10585376,0.16777876,0.09328573,-0.10452673,0.19832171,-0.033709772,0.24542978,0.38848826,0.009291187,0.0903413,0.17160338,-0.6315704,0.5469053,-0.048883993,-0.1597305,-0.30551752,-0.20277655,0.12959641,0.25870597,-0.49806327,-0.39875644,0.19627592,-0.011531983,0.05483202,-0.25804138,-0.41057646,0.025884565,-0.04699882,-0.31699967,-0.16762426,-0.32779235,0.0018647723,0.087703004,0.20474929
O66198,0.018077351,0.27604216,-0.19162983,-0.09337164,0.17421615,0.0179975,0.6408383,0.17322148,0.29852805,-0.08540914,-0.07866502,0.17194171,0.08145242,0.2747798,-0.25420374,0.29084644,0.24654235,-0.31576216,0.2302476,-0.121632986,-0.16487335,-0.18337476,0.15245631,-0.21697617,0.16819024,-0.068746224,0.16813062,0.09858397,0.39472938,0.08488857,-0.114005335,0.3590237,0.22239254,-0.13470426,0.15241118,0.11452445,0.14213158,0.12878615,0.12433943,0.0069307685,0.3274386,-0.0525345,-0.106841646,-0.28818318,-0.006014481,0.050491747,0.0061171874,0.12366403,-0.3752972,0.02653208,-0.202564,0.21572496,0.1274486,-0.27627265,0.05480716,-0.46707916,-0.08179946,-0.48159772,-0.17125665,0.1421105,-0.19957411,-0.0746366,-0.16564229,-0.30210736
Q9P2N6,-0.034340754,0.2990883,0.07840323,-0.020112708,0.031227637,0.21659173,0.21794881,-0.09659575,-0.07985805,-0.057135068,0.07345937,0.18288957,0.21907924,0.19281031,-0.2852915,-0.1606129,-0.08438748,-0.23678574,0.054311156,0.038519878,0.024738643,-0.029153783,-0.052893914,0.00023896247,-0.02545765,0.047769107,0.34645647,0.04187967,0.10612337,-0.0061059594,-0.09705367,0.20080861,-0.0726874,-0.20853673,0.11054804,0.040508963,0.06310025,0.3385333,0.06565433,0.028550327,-0.1640764,0.062324192,-0.095875725,0.094362125,0.16718334,0.031981498,-0.18723276,-0.05742201,0.16234009,-0.24477859,-0.3255794,0.054732762,0.12059876,-0.054874144,0.08504616,-0.08701228,0.21101719,-0.18593127,0.017789768,-0.026778027,0.061725467,0.04031562,0.040713493,-0.098330885
P41007,0.030754182,0.016394831,-0.34124002,-0.43376058,0.05649813,0.0019701393,-0.07596773,0.09339008,-0.15363431,0.10474778,0.0433511,0.042656753,-0.019922143,-0.17014574,-0.22141202,-0.10499124,-0.19206175,-0.25273356,0.01442121,0.10865996,0.21867222,0.024421044,0.32869682,0.010086037,-0.028561532,-0.06792976,0.09110154,0.24678506,0.17553122,-0.13200343,-0.16421723,-0.094446436,-0.11064041,0.053753056,-0.0036751805,0.14092734,-0.20200635,0.16423516,0.056460023,-0.0011588931,-0.11398342,0.2968574,0.052410528,0.051068764,0.040321246,0.11986783,0.082045145,-0.07743351,-0.07178857,0.20107494,0.089177415,0.0096034985,-0.072501466,-0.15438592,0.051768392,-0.12188757,-0.39029503,0.23941597,0.058107466,0.038373627,0.2708423,0.20610785,-0.10973233,0.11748266
P06983,0.16618821,0.08420448,-0.26409084,-0.27771372,0.06783554,0.014387393,-0.048095077,0.14815584,-0.09142774,-0.110448815,0.018480837,0.18930545,-0.0017040911,-0.12210956,-0.21338405,-0.08228886,-0.1655468,-0.23476362,0.29644012,0.20731299,-0.10424562,0.053829357,0.3324107,0.07294486,0.20722231,0.092812106,0.13746136,0.31839994,0.16747622,-0.102581605,-0.0417032,-0.18871565,0.044937864,0.04289905,0.051849168,0.16422883,-0.13415572,0.23496647,-0.12808315,0.15984537,-0.2523744,0.25675476,0.06491686,-0.14151257,-0.050183997,0.12830427,0.07454422,0.0099551305,-0.121344514,0.071795225,-0.1438708,-0.043059103,0.0815102,-0.08424552,0.08771992,0.09911459,-0.040324826,0.046520844,0.0013809595,0.2158133,0.062953725,0.2069659,-0.1305459,-0.023005541
P11880,-0.13027132,0.06559947,-0.01301383,-0.07394814,0.0035756715,0.039805017,-0.3735677,-0.27142885,-0.2135435,-0.057819046,-0.14096095,0.070138544,-0.11230715,-0.05838282,-0.28670913,-0.29165572,-0.19424535,-0.04276852,0.20999287,0.2800183,-0.09890078,0.20097777,0.20857295,-0.06845248,-0.15099409,-0.2128517,-0.23964177,0.3051048,0.5795958,0.04737515,0.07502401,0.023823157,-0.020937223,0.16778012,0.076517686,0.15358236,-0.042182166,0.040564463,-0.08864333,0.011684537,-0.03273642,-0.31473792,-0.086579405,0.012765121,-0.06901018,0.5990377,0.0829641,-0.27506098,0.07720378,-0.03015751,0.13578916,-0.08567525,0.24572937,-0.040384732,-0.2914438,-0.048427977,-0.45224684,0.18291894,0.16656114,0.43612814,-0.056489035,0.044756036,-0.008012708,0.20592517
O75821,-0.0009800084,-0.08052855,0.08391482,-0.17760587,0.11310284,-0.12357783,0.1869739,-0.03427243,0.05369305,0.06818658,0.0700565,-0.29877895,0.10526245,0.12022139,-0.037595645,0.008785818,0.10714446,0.045871995,-0.21362858,-0.1429636,-0.0052181743,-0.111895315,-0.117849536,0.25096112,0.020156998,-0.07737395,0.10006319,0.14906475,-0.044598073,-0.08086622,0.03168323,-0.13982594,-0.10656384,-0.19823174,0.1500139,0.005132243,-0.1525553,0.16613804,0.25613886,-0.05539742,0.028955348,0.25565904,0.026717205,0.12547246,-0.12986402,-0.1430443,-0.041408293,0.19782439,0.08595406,-0.04967394,-0.06795171,0.18462455,-0.084728286,-0.12888196,-0.2286849,0.11680296,-0.22597477,-0.013264127,0.07739494,-0.104708314,0.049878135,0.028971575,-0.02921201,0.029089604
Q9NUX5,0.08022371,0.17561476,0.252064,-0.008187361,-0.1778559,0.1618638,0.14036365,0.12134929,-0.09295644,-0.2504863,-0.0754253,0.085498944,-0.048508503,0.080957755,-0.22682427,0.05443682,0.13060038,0.072034925,-0.3583116,0.08872525,0.13080907,-0.07109097,-0.049052432,-0.03712393,-0.20092967,-0.03339687,0.4026693,0.009817278,0.045813054,-0.14731357,0.023987956,0.13474868,-0.17030452,0.010503605,0.27630684,-0.15482582,-0.010221597,0.092024475,-0.12210359,-0.06430942,0.0572704,0.10883549,0.18928,-0.05845495,-0.14145091,-0.20945387,-0.25416008,0.102425255,0.4103585,-0.25833273,-0.26540798,0.20295717,0.11031945,-0.00881765,-0.13925195,-0.22137174,0.17636873,-0.26849332,-0.2985507,-0.23271845,0.06266163,0.016452268,0.15804683,-0.20664239
P16885,0.15940428,0.12882416,0.08089883,-0.019039042,-0.16339076,0.18466048,0.25650352,0.08271217,0.0551954,-0.21709001,0.02174604,0.15945289,0.08465938,0.06981683,0.059287265,-0.005734764,-0.010603175,0.0794681,-0.22666238,0.12292974,0.11141114,-0.16042387,-0.07867994,0.15535706,-0.17900212,-0.010842286,0.11690724,-0.04624685,0.2704088,-0.03656744,0.066631585,0.022348747,-0.21139854,-0.034649722,0.16158836,-0.04732509,-0.12812604,0.31857413,-0.08289498,-0.063590646,-0.08910681,-0.07879311,0.04530997,0.091397256,-0.021620896,0.005948849,-0.37038624,0.06273837,0.04817989,-0.27930522,-0.35682607,0.1406978,0.16622525,0.036234908,-0.0832039,-0.13078615,0.02625024,-0.19465195,-0.18116832,-0.19966806,-0.13758075,0.00017979555,0.08168681,-0.17372529
Q969T4,-0.036282368,0.019575045,0.028696233,-0.055471383,0.10951759,-0.066254795,-0.0013239384,-0.20420025,0.07489159,0.097895205,-0.043453768,-0.18480031,0.13040824,-0.105903365,-0.14812814,-0.18769231,0.14594242,-0.08024999,-0.24472344,-0.034684278,0.12700573,-0.19416898,0.09844512,0.13129911,0.066978455,-0.08587238,0.37788296,0.048060797,-0.09336396,-0.031290226,0.07109079,-0.32532024,0.04809409,0.0034761373,0.03776816,0.21926835,-0.19493677,0.1485639,0.065897435,-0.07505269,-0.25056526,0.38842115,0.07914996,0.05779446,-0.06934884,-0.29361063,0.031962045,0.35565314,0.117420234,0.06474973,-0.21776277,0.020062016,-0.0888184,-0.22959936,-0.101395205,0.13183942,0.046260353,-0.0015717149,-0.21102808,-0.22732036,0.21774538,-0.1556373,-0.14106946,0.019183312
O75971,-0.17029038,0.008119695,-0.49895182,-0.19986683,0.24765761,-0.23522021,0.18197855,-0.15108432,-0.12532888,0.124251395,0.039029628,-0.0065008476,-0.04737087,-0.23796074,0.4025936,-0.34570828,-0.011713333,0.20407489,-0.06939644,0.0963511,0.22512013,-0.008442074,0.047562063,-0.08835842,-0.10008749,-0.028459802,0.45285857,0.01621831,-0.10813824,-0.10743135,-0.3519212,-0.2465538,-0.12461996,-0.08143763,-0.23237921,0.051776342,-0.22643174,0.015933154,0.08524089,-0.03348373,0.14553975,0.042962406,0.15439552,-0.12479332,0.015427835,-0.39974597,-0.1309646,-0.0015811026,-0.29134923,-0.0017901063,-0.38874775,-0.08945221,-0.009165045,-0.35085145,-0.103324994,-0.031282686,0.02647135,0.0462071,-0.19525056,-0.24603726,0.08586998,0.028187677,-0.14880157,0.32967502
P54066,-0.07528864,-0.0123208165,-0.2765954,-0.21554595,0.12295008,-0.054774743,0.46776283,0.34849563,-0.014176004,0.0027016923,-0.18862441,0.12761487,0.052386988,-0.1430376,-0.2845248,0.18391348,0.23033102,-0.12643483,-0.12822357,-0.23574887,0.01690616,-0.07614851,-0.075296395,-0.14587587,-0.005983442,0.030939043,0.21852602,0.0038411524,0.13774878,-0.25764945,-0.2844368,0.024988595,0.047823757,0.10275206,0.06593999,-0.10437082,0.035163913,-0.118724905,0.41253388,-0.2195469,0.048818238,0.263414,-0.033315945,-0.07414314,0.054849863,-0.20487347,0.14564455,0.3257822,-0.12303924,0.21334274,-0.16010869,0.06131228,-0.2091819,-0.42376244,-0.12687327,-0.3141538,-0.3634841,-0.0834081,-0.13966647,-0.05483322,0.15945025,-0.20650354,-0.17805168,0.1345631
Q9BRJ7,0.08163257,0.10619949,-0.14475022,-0.096192576,0.35933143,-0.054720808,0.078265846,-0.033769194,-0.046753272,0.09391109,-0.09034981,0.27904248,0.12904775,-0.11183868,-0.16799508,-0.12210412,-0.14516576,0.05560546,-0.04842594,0.0322553,0.017785985,0.042443417,0.08013907,-0.20120439,0.06867714,0.22221807,0.24314333,0.0024950076,0.017430205,-0.4007512,-0.12493423,-0.1692016,0.21551536,0.05602011,0.014967193,0.11291178,-0.122298226,-0.057098724,0.042959273,-0.0475695,-0.16803151,0.36624604,-0.17129812,-0.081465006,0.22100061,-0.03829064,0.091912776,0.20164683,-0.0845639,0.21388274,-0.33336174,-0.19614382,-0.08197923,-0.4498634,0.099601105,-0.030768223,0.039194074,-0.0685454,-0.10409016,-0.14096156,0.15113576,-0.04451837,-0.06223787,0.05364662
Q6GB54,0.14688782,0.2625546,-0.23359577,-0.063174166,-0.08740139,-0.10970822,0.2504953,0.24926028,0.25484568,-0.2374565,-0.02506607,0.012664761,0.013110671,0.15313882,-0.17347117,0.2593542,0.25383392,-0.33069047,0.04935175,0.007924089,-0.06481771,-0.04891841,0.35477048,-0.08601412,0.14455025,-0.1479845,0.27365696,0.115811184,0.4000732,0.13054362,-0.00028062612,0.17715211,0.19746478,-0.012115438,0.1660798,0.29159263,0.016452275,0.14911886,-0.09661959,-0.10953033,0.15993775,0.004704356,0.18413574,-0.1828932,0.08787961,-0.060740847,0.030764937,0.43029097,-0.20622201,0.017096654,0.008337684,0.15440933,0.10190125,-0.053369142,-0.019726753,-0.32262814,-0.06599979,-0.27367347,-0.3431527,-0.011189535,-0.17469916,-0.0058413856,-0.11866884,-0.03859493
P02942,-0.108475685,0.3606996,-0.44090012,-0.25484812,-0.47987735,0.15341784,0.105606034,0.13109308,0.25800943,0.16977459,0.19940999,0.031559747,0.31477344,-0.053453982,0.13465445,-0.108574316,0.032127194,-0.2897245,0.10862894,0.117381476,-0.18496545,-0.15030482,0.31054735,-0.23276734,0.050824262,0.16332021,-0.1330308,0.13857065,0.13215475,0.3318154,0.0826246,0.2893777,0.13334772,-0.055723242,-0.038095597,-0.021152839,0.09623057,0.32632166,0.22539383,-0.10344644,0.012488142,-0.15992284,-0.45092842,-0.18892564,-0.31780457,0.06581397,-0.20116109,-0.24562353,-0.5313254,-0.30133373,-0.38324243,0.12634474,0.10426271,-0.05944304,-0.1322497,0.06741675,0.083018765,-0.15389524,0.18114308,0.077669024,-0.29282898,-0.012922179,0.004714813,-0.575083
P32835,-0.21447223,-0.18158706,0.039826006,-0.2566663,0.3009226,-0.3402283,0.058069944,-0.2712649,0.032256313,0.15924048,-0.006847948,-0.14389558,-0.0219606,-0.07981105,0.17169061,-0.27027443,-0.22805066,0.1664139,-0.24324137,0.2890163,-0.052408904,-0.2484408,-0.036575258,-0.023946647,-0.059438318,-0.03453593,-0.3374418,0.05330789,0.41633695,-0.17138882,-0.23036405,-0.29427987,-0.0072777383,-0.21539706,-0.1590476,0.0027119145,-0.5647143,0.0035520066,0.10361569,0.21571964,-0.05603838,-0.11644204,-0.07393046,-0.042967323,0.030848429,0.1483316,-0.13626435,0.020068295,-0.053841688,0.17825946,-0.08094916,-0.18312725,-0.0920019,-0.5408897,-0.44929206,-0.23749468,-0.1917395,0.41626692,0.19338703,-0.021859817,0.021416143,-0.070588,-0.015692744,0.037318055
P18239,-0.2545039,0.1916336,-0.21164568,-0.18983725,-0.3752305,-0.37659517,0.09464558,0.20818391,0.053298064,0.37229648,-0.32709998,-0.44443125,0.12694101,0.4619852,-0.22845109,-0.06585465,-0.22282387,0.17125939,0.466631,-0.0690671,-0.30951428,0.44983783,-0.41183287,-0.14372805,0.018151686,-0.016648233,-0.6347168,-0.16927896,0.41920987,-0.046996064,-0.20007521,-0.13283916,0.40750062,0.14433268,0.09089938,-0.2666896,-0.3966742,-0.31044984,0.2566657,-0.14044337,-0.26996166,-0.7679773,-0.6447478,0.5588743,0.10407466,0.45555308,-0.048844792,-0.3310499,0.08525804,0.045400396,0.19524018,-0.27599078,-0.3849605,-0.19587716,-0.5242847,0.36615443,0.31615755,0.5750574,0.109053336,0.30204773,-0.35735184,-0.08842292,-0.42357564,-0.121264085
